family,front_type,budget,view,quantile,parameter,category,observed_share,elite_share,elite_over_representation
RE3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,1,0.06930693069306931,0.19047619047619047,0.12116925978312115
RE3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,10,0.2871287128712871,0.047619047619047616,-0.2395096652522395
RE3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,100,0.1782178217821782,0.047619047619047616,-0.1305987741631306
RE3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,20,0.16831683168316833,0.2857142857142857,0.11739745403111737
RE3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,5,0.20297029702970298,0.3333333333333333,0.13036303630363033
RE3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,50,0.09405940594059406,0.09523809523809523,0.0011786892975011731
RE3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,1,0.06930693069306931,0.17073170731707318,0.10142477662400387
RE3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,10,0.2871287128712871,0.24390243902439024,-0.04322627384689687
RE3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,100,0.1782178217821782,0.024390243902439025,-0.1538275778797392
RE3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,20,0.16831683168316833,0.1951219512195122,0.026805119536343874
RE3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,5,0.20297029702970298,0.2682926829268293,0.0653223858971263
RE3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,50,0.09405940594059406,0.0975609756097561,0.0035015696691620413
RE3D,referenceFronts,3000,EP,0.05,selection,boltzmann,0.18811881188118812,0.09090909090909091,-0.09720972097209721
RE3D,referenceFronts,3000,EP,0.05,selection,random,0.07425742574257425,0.18181818181818182,0.10756075607560757
RE3D,referenceFronts,3000,EP,0.05,selection,ranking,0.40594059405940597,0.5454545454545454,0.13951395139513945
RE3D,referenceFronts,3000,EP,0.05,selection,stochasticUniversalSampling,0.09405940594059406,0.09090909090909091,-0.003150315031503148
RE3D,referenceFronts,3000,EP,0.05,selection,tournament,0.2376237623762376,0.09090909090909091,-0.1467146714671467
RE3D,referenceFronts,3000,EP,0.1,selection,boltzmann,0.18811881188118812,0.19047619047619047,0.0023573785950023463
RE3D,referenceFronts,3000,EP,0.1,selection,random,0.07425742574257425,0.09523809523809523,0.02098066949552098
RE3D,referenceFronts,3000,EP,0.1,selection,ranking,0.40594059405940597,0.5238095238095238,0.11786892975011787
RE3D,referenceFronts,3000,EP,0.1,selection,stochasticUniversalSampling,0.09405940594059406,0.09523809523809523,0.0011786892975011731
RE3D,referenceFronts,3000,EP,0.1,selection,tournament,0.2376237623762376,0.09523809523809523,-0.14238566713814238
RE3D,referenceFronts,3000,EP,0.2,selection,boltzmann,0.18811881188118812,0.21951219512195122,0.0313933832407631
RE3D,referenceFronts,3000,EP,0.2,selection,random,0.07425742574257425,0.14634146341463414,0.07208403767205988
RE3D,referenceFronts,3000,EP,0.2,selection,ranking,0.40594059405940597,0.4146341463414634,0.008693552282057426
RE3D,referenceFronts,3000,EP,0.2,selection,stochasticUniversalSampling,0.09405940594059406,0.12195121951219512,0.02789181357160106
RE3D,referenceFronts,3000,EP,0.2,selection,tournament,0.2376237623762376,0.0975609756097561,-0.1400627867664815
RE3D,referenceFronts,3000,HV,0.05,selection,boltzmann,0.18811881188118812,0.09090909090909091,-0.09720972097209721
RE3D,referenceFronts,3000,HV,0.05,selection,random,0.07425742574257425,0.09090909090909091,0.016651665166516658
RE3D,referenceFronts,3000,HV,0.05,selection,ranking,0.40594059405940597,0.09090909090909091,-0.31503150315031503
RE3D,referenceFronts,3000,HV,0.05,selection,stochasticUniversalSampling,0.09405940594059406,0.2727272727272727,0.17866786678667865
RE3D,referenceFronts,3000,HV,0.05,selection,tournament,0.2376237623762376,0.45454545454545453,0.21692169216921692
RE3D,referenceFronts,3000,HV,0.1,selection,boltzmann,0.18811881188118812,0.047619047619047616,-0.1404997642621405
RE3D,referenceFronts,3000,HV,0.1,selection,random,0.07425742574257425,0.047619047619047616,-0.026638378123526638
RE3D,referenceFronts,3000,HV,0.1,selection,ranking,0.40594059405940597,0.3333333333333333,-0.07260726072607265
RE3D,referenceFronts,3000,HV,0.1,selection,stochasticUniversalSampling,0.09405940594059406,0.19047619047619047,0.0964167845355964
RE3D,referenceFronts,3000,HV,0.1,selection,tournament,0.2376237623762376,0.38095238095238093,0.14332861857614332
RE3D,referenceFronts,3000,HV,0.2,selection,boltzmann,0.18811881188118812,0.024390243902439025,-0.1637285679787491
RE3D,referenceFronts,3000,HV,0.2,selection,random,0.07425742574257425,0.04878048780487805,-0.025476937937696204
RE3D,referenceFronts,3000,HV,0.2,selection,ranking,0.40594059405940597,0.3902439024390244,-0.015696691620381564
RE3D,referenceFronts,3000,HV,0.2,selection,stochasticUniversalSampling,0.09405940594059406,0.17073170731707318,0.07667230137647912
RE3D,referenceFronts,3000,HV,0.2,selection,tournament,0.2376237623762376,0.36585365853658536,0.12822989616034774
RE3D,referenceFronts,3000,joint,0.05,selection,boltzmann,0.18811881188118812,0.09090909090909091,-0.09720972097209721
RE3D,referenceFronts,3000,joint,0.05,selection,random,0.07425742574257425,0.0,-0.07425742574257425
RE3D,referenceFronts,3000,joint,0.05,selection,ranking,0.40594059405940597,0.45454545454545453,0.04860486048604856
RE3D,referenceFronts,3000,joint,0.05,selection,stochasticUniversalSampling,0.09405940594059406,0.0,-0.09405940594059406
RE3D,referenceFronts,3000,joint,0.05,selection,tournament,0.2376237623762376,0.45454545454545453,0.21692169216921692
RE3D,referenceFronts,3000,joint,0.1,selection,boltzmann,0.18811881188118812,0.14285714285714285,-0.04526166902404527
RE3D,referenceFronts,3000,joint,0.1,selection,random,0.07425742574257425,0.0,-0.07425742574257425
RE3D,referenceFronts,3000,joint,0.1,selection,ranking,0.40594059405940597,0.47619047619047616,0.0702498821310702
RE3D,referenceFronts,3000,joint,0.1,selection,stochasticUniversalSampling,0.09405940594059406,0.047619047619047616,-0.04644035832154644
RE3D,referenceFronts,3000,joint,0.1,selection,tournament,0.2376237623762376,0.3333333333333333,0.0957095709570957
RE3D,referenceFronts,3000,joint,0.2,selection,boltzmann,0.18811881188118812,0.07317073170731707,-0.11494808017387105
RE3D,referenceFronts,3000,joint,0.2,selection,random,0.07425742574257425,0.0,-0.07425742574257425
RE3D,referenceFronts,3000,joint,0.2,selection,ranking,0.40594059405940597,0.43902439024390244,0.03308379618449647
RE3D,referenceFronts,3000,joint,0.2,selection,stochasticUniversalSampling,0.09405940594059406,0.2926829268292683,0.19862352088867422
RE3D,referenceFronts,3000,joint,0.2,selection,tournament,0.2376237623762376,0.1951219512195122,-0.04250181115672541
RE3D,referenceFronts,3000,EP,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,3000,EP,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,3000,EP,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,3000,HV,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,3000,HV,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,3000,HV,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,3000,joint,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,3000,joint,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,3000,joint,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,referenceFronts,3000,EP,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,EP,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,EP,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,HV,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,HV,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,HV,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,joint,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,joint,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,joint,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,EP,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,EP,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,EP,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,HV,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,HV,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,HV,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,joint,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,joint,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,joint,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,3000,EP,0.05,createInitialSolutions,cauchy,0.6958637469586375,0.7142857142857143,0.018421967327076794
RWA3D,referenceFronts,3000,EP,0.05,createInitialSolutions,default,0.058394160583941604,0.047619047619047616,-0.010775112964893988
RWA3D,referenceFronts,3000,EP,0.05,createInitialSolutions,latinHypercubeSampling,0.0827250608272506,0.19047619047619047,0.10775112964893986
RWA3D,referenceFronts,3000,EP,0.05,createInitialSolutions,oppositionBased,0.0851581508515815,0.047619047619047616,-0.037539103232533885
RWA3D,referenceFronts,3000,EP,0.05,createInitialSolutions,scatterSearch,0.058394160583941604,0.0,-0.058394160583941604
RWA3D,referenceFronts,3000,EP,0.05,createInitialSolutions,sobol,0.019464720194647202,0.0,-0.019464720194647202
RWA3D,referenceFronts,3000,EP,0.1,createInitialSolutions,cauchy,0.6958637469586375,0.7142857142857143,0.018421967327076794
RWA3D,referenceFronts,3000,EP,0.1,createInitialSolutions,default,0.058394160583941604,0.047619047619047616,-0.010775112964893988
RWA3D,referenceFronts,3000,EP,0.1,createInitialSolutions,latinHypercubeSampling,0.0827250608272506,0.11904761904761904,0.03632255822036844
RWA3D,referenceFronts,3000,EP,0.1,createInitialSolutions,oppositionBased,0.0851581508515815,0.07142857142857142,-0.013729579423010077
RWA3D,referenceFronts,3000,EP,0.1,createInitialSolutions,scatterSearch,0.058394160583941604,0.023809523809523808,-0.034584636774417796
RWA3D,referenceFronts,3000,EP,0.1,createInitialSolutions,sobol,0.019464720194647202,0.023809523809523808,0.004344803614876606
RWA3D,referenceFronts,3000,EP,0.2,createInitialSolutions,cauchy,0.6958637469586375,0.7228915662650602,0.02702781930642273
RWA3D,referenceFronts,3000,EP,0.2,createInitialSolutions,default,0.058394160583941604,0.04819277108433735,-0.010201389499604252
RWA3D,referenceFronts,3000,EP,0.2,createInitialSolutions,latinHypercubeSampling,0.0827250608272506,0.10843373493975904,0.025708674112508434
RWA3D,referenceFronts,3000,EP,0.2,createInitialSolutions,oppositionBased,0.0851581508515815,0.07228915662650602,-0.01286899422507548
RWA3D,referenceFronts,3000,EP,0.2,createInitialSolutions,scatterSearch,0.058394160583941604,0.024096385542168676,-0.03429777504177293
RWA3D,referenceFronts,3000,EP,0.2,createInitialSolutions,sobol,0.019464720194647202,0.024096385542168676,0.0046316653475214735
RWA3D,referenceFronts,3000,HV,0.05,createInitialSolutions,cauchy,0.6958637469586375,0.7142857142857143,0.018421967327076794
RWA3D,referenceFronts,3000,HV,0.05,createInitialSolutions,default,0.058394160583941604,0.09523809523809523,0.03684393465415363
RWA3D,referenceFronts,3000,HV,0.05,createInitialSolutions,latinHypercubeSampling,0.0827250608272506,0.0,-0.0827250608272506
RWA3D,referenceFronts,3000,HV,0.05,createInitialSolutions,oppositionBased,0.0851581508515815,0.14285714285714285,0.05769899200556135
RWA3D,referenceFronts,3000,HV,0.05,createInitialSolutions,scatterSearch,0.058394160583941604,0.047619047619047616,-0.010775112964893988
RWA3D,referenceFronts,3000,HV,0.05,createInitialSolutions,sobol,0.019464720194647202,0.0,-0.019464720194647202
RWA3D,referenceFronts,3000,HV,0.1,createInitialSolutions,cauchy,0.6958637469586375,0.7380952380952381,0.04223149113660063
RWA3D,referenceFronts,3000,HV,0.1,createInitialSolutions,default,0.058394160583941604,0.047619047619047616,-0.010775112964893988
RWA3D,referenceFronts,3000,HV,0.1,createInitialSolutions,latinHypercubeSampling,0.0827250608272506,0.07142857142857142,-0.01129648939867918
RWA3D,referenceFronts,3000,HV,0.1,createInitialSolutions,oppositionBased,0.0851581508515815,0.07142857142857142,-0.013729579423010077
RWA3D,referenceFronts,3000,HV,0.1,createInitialSolutions,scatterSearch,0.058394160583941604,0.07142857142857142,0.01303441084462982
RWA3D,referenceFronts,3000,HV,0.1,createInitialSolutions,sobol,0.019464720194647202,0.0,-0.019464720194647202
RWA3D,referenceFronts,3000,HV,0.2,createInitialSolutions,cauchy,0.6958637469586375,0.7349397590361446,0.039076012077507105
RWA3D,referenceFronts,3000,HV,0.2,createInitialSolutions,default,0.058394160583941604,0.024096385542168676,-0.03429777504177293
RWA3D,referenceFronts,3000,HV,0.2,createInitialSolutions,latinHypercubeSampling,0.0827250608272506,0.060240963855421686,-0.022484096971828918
RWA3D,referenceFronts,3000,HV,0.2,createInitialSolutions,oppositionBased,0.0851581508515815,0.10843373493975904,0.023275584088177537
RWA3D,referenceFronts,3000,HV,0.2,createInitialSolutions,scatterSearch,0.058394160583941604,0.060240963855421686,0.0018468032714800825
RWA3D,referenceFronts,3000,HV,0.2,createInitialSolutions,sobol,0.019464720194647202,0.012048192771084338,-0.0074165274235628645
RWA3D,referenceFronts,3000,joint,0.05,createInitialSolutions,cauchy,0.6958637469586375,0.9523809523809523,0.2565172054223148
RWA3D,referenceFronts,3000,joint,0.05,createInitialSolutions,default,0.058394160583941604,0.0,-0.058394160583941604
RWA3D,referenceFronts,3000,joint,0.05,createInitialSolutions,latinHypercubeSampling,0.0827250608272506,0.047619047619047616,-0.03510601320820299
RWA3D,referenceFronts,3000,joint,0.05,createInitialSolutions,oppositionBased,0.0851581508515815,0.0,-0.0851581508515815
RWA3D,referenceFronts,3000,joint,0.05,createInitialSolutions,scatterSearch,0.058394160583941604,0.0,-0.058394160583941604
RWA3D,referenceFronts,3000,joint,0.05,createInitialSolutions,sobol,0.019464720194647202,0.0,-0.019464720194647202
RWA3D,referenceFronts,3000,joint,0.1,createInitialSolutions,cauchy,0.6958637469586375,0.9285714285714286,0.2327076816127911
RWA3D,referenceFronts,3000,joint,0.1,createInitialSolutions,default,0.058394160583941604,0.0,-0.058394160583941604
RWA3D,referenceFronts,3000,joint,0.1,createInitialSolutions,latinHypercubeSampling,0.0827250608272506,0.047619047619047616,-0.03510601320820299
RWA3D,referenceFronts,3000,joint,0.1,createInitialSolutions,oppositionBased,0.0851581508515815,0.0,-0.0851581508515815
RWA3D,referenceFronts,3000,joint,0.1,createInitialSolutions,scatterSearch,0.058394160583941604,0.023809523809523808,-0.034584636774417796
RWA3D,referenceFronts,3000,joint,0.1,createInitialSolutions,sobol,0.019464720194647202,0.0,-0.019464720194647202
RWA3D,referenceFronts,3000,joint,0.2,createInitialSolutions,cauchy,0.6958637469586375,0.9036144578313253,0.20775071087268782
RWA3D,referenceFronts,3000,joint,0.2,createInitialSolutions,default,0.058394160583941604,0.0,-0.058394160583941604
RWA3D,referenceFronts,3000,joint,0.2,createInitialSolutions,latinHypercubeSampling,0.0827250608272506,0.04819277108433735,-0.03453228974291325
RWA3D,referenceFronts,3000,joint,0.2,createInitialSolutions,oppositionBased,0.0851581508515815,0.0,-0.0851581508515815
RWA3D,referenceFronts,3000,joint,0.2,createInitialSolutions,scatterSearch,0.058394160583941604,0.04819277108433735,-0.010201389499604252
RWA3D,referenceFronts,3000,joint,0.2,createInitialSolutions,sobol,0.019464720194647202,0.0,-0.019464720194647202
RWA3D,referenceFronts,3000,EP,0.05,crossover,BLX-alpha,0.41605839416058393,0.19047619047619047,-0.22558220368439347
RWA3D,referenceFronts,3000,EP,0.05,crossover,BLX-alpha-beta,0.5790754257907542,0.8095238095238095,0.23044838373305532
RWA3D,referenceFronts,3000,EP,0.05,crossover,laplace,0.004866180048661801,0.0,-0.004866180048661801
RWA3D,referenceFronts,3000,EP,0.1,crossover,BLX-alpha,0.41605839416058393,0.21428571428571427,-0.20177267987486966
RWA3D,referenceFronts,3000,EP,0.1,crossover,BLX-alpha-beta,0.5790754257907542,0.7857142857142857,0.20663885992353148
RWA3D,referenceFronts,3000,EP,0.1,crossover,laplace,0.004866180048661801,0.0,-0.004866180048661801
RWA3D,referenceFronts,3000,EP,0.2,crossover,BLX-alpha,0.41605839416058393,0.26506024096385544,-0.1509981531967285
RWA3D,referenceFronts,3000,EP,0.2,crossover,BLX-alpha-beta,0.5790754257907542,0.7228915662650602,0.14381614047430602
RWA3D,referenceFronts,3000,EP,0.2,crossover,laplace,0.004866180048661801,0.012048192771084338,0.007182012722422537
RWA3D,referenceFronts,3000,HV,0.05,crossover,BLX-alpha,0.41605839416058393,0.7619047619047619,0.34584636774417793
RWA3D,referenceFronts,3000,HV,0.05,crossover,BLX-alpha-beta,0.5790754257907542,0.23809523809523808,-0.34098018769551613
RWA3D,referenceFronts,3000,HV,0.05,crossover,laplace,0.004866180048661801,0.0,-0.004866180048661801
RWA3D,referenceFronts,3000,HV,0.1,crossover,BLX-alpha,0.41605839416058393,0.5952380952380952,0.1791797010775113
RWA3D,referenceFronts,3000,HV,0.1,crossover,BLX-alpha-beta,0.5790754257907542,0.40476190476190477,-0.17431352102884945
RWA3D,referenceFronts,3000,HV,0.1,crossover,laplace,0.004866180048661801,0.0,-0.004866180048661801
RWA3D,referenceFronts,3000,HV,0.2,crossover,BLX-alpha,0.41605839416058393,0.5060240963855421,0.0899657022249582
RWA3D,referenceFronts,3000,HV,0.2,crossover,BLX-alpha-beta,0.5790754257907542,0.4939759036144578,-0.0850995221762964
RWA3D,referenceFronts,3000,HV,0.2,crossover,laplace,0.004866180048661801,0.0,-0.004866180048661801
RWA3D,referenceFronts,3000,joint,0.05,crossover,BLX-alpha,0.41605839416058393,0.38095238095238093,-0.035106013208203
RWA3D,referenceFronts,3000,joint,0.05,crossover,BLX-alpha-beta,0.5790754257907542,0.6190476190476191,0.03997219325686485
RWA3D,referenceFronts,3000,joint,0.05,crossover,laplace,0.004866180048661801,0.0,-0.004866180048661801
RWA3D,referenceFronts,3000,joint,0.1,crossover,BLX-alpha,0.41605839416058393,0.4523809523809524,0.03632255822036845
RWA3D,referenceFronts,3000,joint,0.1,crossover,BLX-alpha-beta,0.5790754257907542,0.5476190476190477,-0.031456378171706545
RWA3D,referenceFronts,3000,joint,0.1,crossover,laplace,0.004866180048661801,0.0,-0.004866180048661801
RWA3D,referenceFronts,3000,joint,0.2,crossover,BLX-alpha,0.41605839416058393,0.43373493975903615,0.01767654559845222
RWA3D,referenceFronts,3000,joint,0.2,crossover,BLX-alpha-beta,0.5790754257907542,0.5662650602409639,-0.012810365549790315
RWA3D,referenceFronts,3000,joint,0.2,crossover,laplace,0.004866180048661801,0.0,-0.004866180048661801
RWA3D,referenceFronts,3000,EP,0.05,crossoverRepairStrategy,bounds,0.6472019464720195,0.7142857142857143,0.06708376781369485
RWA3D,referenceFronts,3000,EP,0.05,crossoverRepairStrategy,random,0.2116788321167883,0.23809523809523808,0.02641640597844977
RWA3D,referenceFronts,3000,EP,0.05,crossoverRepairStrategy,round,0.1411192214111922,0.047619047619047616,-0.09350017379214459
RWA3D,referenceFronts,3000,EP,0.1,crossoverRepairStrategy,bounds,0.6472019464720195,0.5952380952380952,-0.05196385123392422
RWA3D,referenceFronts,3000,EP,0.1,crossoverRepairStrategy,random,0.2116788321167883,0.30952380952380953,0.09784497740702122
RWA3D,referenceFronts,3000,EP,0.1,crossoverRepairStrategy,round,0.1411192214111922,0.09523809523809523,-0.045881126173096975
RWA3D,referenceFronts,3000,EP,0.2,crossoverRepairStrategy,bounds,0.6472019464720195,0.5903614457831325,-0.05684050068888691
RWA3D,referenceFronts,3000,EP,0.2,crossoverRepairStrategy,random,0.2116788321167883,0.30120481927710846,0.08952598716032015
RWA3D,referenceFronts,3000,EP,0.2,crossoverRepairStrategy,round,0.1411192214111922,0.10843373493975904,-0.03268548647143317
RWA3D,referenceFronts,3000,HV,0.05,crossoverRepairStrategy,bounds,0.6472019464720195,0.8571428571428571,0.20994091067083764
RWA3D,referenceFronts,3000,HV,0.05,crossoverRepairStrategy,random,0.2116788321167883,0.047619047619047616,-0.1640597844977407
RWA3D,referenceFronts,3000,HV,0.05,crossoverRepairStrategy,round,0.1411192214111922,0.09523809523809523,-0.045881126173096975
RWA3D,referenceFronts,3000,HV,0.1,crossoverRepairStrategy,bounds,0.6472019464720195,0.7619047619047619,0.11470281543274241
RWA3D,referenceFronts,3000,HV,0.1,crossoverRepairStrategy,random,0.2116788321167883,0.047619047619047616,-0.1640597844977407
RWA3D,referenceFronts,3000,HV,0.1,crossoverRepairStrategy,round,0.1411192214111922,0.19047619047619047,0.04935696906499826
RWA3D,referenceFronts,3000,HV,0.2,crossoverRepairStrategy,bounds,0.6472019464720195,0.6506024096385542,0.0034004631665347507
RWA3D,referenceFronts,3000,HV,0.2,crossoverRepairStrategy,random,0.2116788321167883,0.1686746987951807,-0.0430041333216076
RWA3D,referenceFronts,3000,HV,0.2,crossoverRepairStrategy,round,0.1411192214111922,0.18072289156626506,0.03960367015507285
RWA3D,referenceFronts,3000,joint,0.05,crossoverRepairStrategy,bounds,0.6472019464720195,0.6666666666666666,0.019464720194647178
RWA3D,referenceFronts,3000,joint,0.05,crossoverRepairStrategy,random,0.2116788321167883,0.23809523809523808,0.02641640597844977
RWA3D,referenceFronts,3000,joint,0.05,crossoverRepairStrategy,round,0.1411192214111922,0.09523809523809523,-0.045881126173096975
RWA3D,referenceFronts,3000,joint,0.1,crossoverRepairStrategy,bounds,0.6472019464720195,0.6428571428571429,-0.004344803614876547
RWA3D,referenceFronts,3000,joint,0.1,crossoverRepairStrategy,random,0.2116788321167883,0.23809523809523808,0.02641640597844977
RWA3D,referenceFronts,3000,joint,0.1,crossoverRepairStrategy,round,0.1411192214111922,0.11904761904761904,-0.022071602363573167
RWA3D,referenceFronts,3000,joint,0.2,crossoverRepairStrategy,bounds,0.6472019464720195,0.6506024096385542,0.0034004631665347507
RWA3D,referenceFronts,3000,joint,0.2,crossoverRepairStrategy,random,0.2116788321167883,0.21686746987951808,0.005188637762729764
RWA3D,referenceFronts,3000,joint,0.2,crossoverRepairStrategy,round,0.1411192214111922,0.13253012048192772,-0.008589100929264487
RWA3D,referenceFronts,3000,EP,0.05,mutation,levyFlight,0.11192214111922141,0.047619047619047616,-0.0643030935001738
RWA3D,referenceFronts,3000,EP,0.05,mutation,powerLaw,0.8880778588807786,0.9523809523809523,0.06430309350017371
RWA3D,referenceFronts,3000,EP,0.1,mutation,levyFlight,0.11192214111922141,0.07142857142857142,-0.04049356969064999
RWA3D,referenceFronts,3000,EP,0.1,mutation,powerLaw,0.8880778588807786,0.9285714285714286,0.04049356969064999
RWA3D,referenceFronts,3000,EP,0.2,mutation,levyFlight,0.11192214111922141,0.1927710843373494,0.080848943218128
RWA3D,referenceFronts,3000,EP,0.2,mutation,powerLaw,0.8880778588807786,0.8072289156626506,-0.08084894321812797
RWA3D,referenceFronts,3000,HV,0.05,mutation,levyFlight,0.11192214111922141,0.0,-0.11192214111922141
RWA3D,referenceFronts,3000,HV,0.05,mutation,powerLaw,0.8880778588807786,1.0,0.11192214111922139
RWA3D,referenceFronts,3000,HV,0.1,mutation,levyFlight,0.11192214111922141,0.0,-0.11192214111922141
RWA3D,referenceFronts,3000,HV,0.1,mutation,powerLaw,0.8880778588807786,1.0,0.11192214111922139
RWA3D,referenceFronts,3000,HV,0.2,mutation,levyFlight,0.11192214111922141,0.0,-0.11192214111922141
RWA3D,referenceFronts,3000,HV,0.2,mutation,powerLaw,0.8880778588807786,1.0,0.11192214111922139
RWA3D,referenceFronts,3000,joint,0.05,mutation,levyFlight,0.11192214111922141,0.0,-0.11192214111922141
RWA3D,referenceFronts,3000,joint,0.05,mutation,powerLaw,0.8880778588807786,1.0,0.11192214111922139
RWA3D,referenceFronts,3000,joint,0.1,mutation,levyFlight,0.11192214111922141,0.0,-0.11192214111922141
RWA3D,referenceFronts,3000,joint,0.1,mutation,powerLaw,0.8880778588807786,1.0,0.11192214111922139
RWA3D,referenceFronts,3000,joint,0.2,mutation,levyFlight,0.11192214111922141,0.012048192771084338,-0.09987394834813708
RWA3D,referenceFronts,3000,joint,0.2,mutation,powerLaw,0.8880778588807786,0.9879518072289156,0.09987394834813701
RWA3D,referenceFronts,3000,EP,0.05,mutationRepairStrategy,bounds,0.5815085158150851,0.9047619047619048,0.32325338894681965
RWA3D,referenceFronts,3000,EP,0.05,mutationRepairStrategy,round,0.41849148418491483,0.09523809523809523,-0.3232533889468196
RWA3D,referenceFronts,3000,EP,0.1,mutationRepairStrategy,bounds,0.5815085158150851,0.8571428571428571,0.275634341327772
RWA3D,referenceFronts,3000,EP,0.1,mutationRepairStrategy,round,0.41849148418491483,0.14285714285714285,-0.275634341327772
RWA3D,referenceFronts,3000,EP,0.2,mutationRepairStrategy,bounds,0.5815085158150851,0.7951807228915663,0.21367220707648116
RWA3D,referenceFronts,3000,EP,0.2,mutationRepairStrategy,round,0.41849148418491483,0.20481927710843373,-0.2136722070764811
RWA3D,referenceFronts,3000,HV,0.05,mutationRepairStrategy,bounds,0.5815085158150851,0.23809523809523808,-0.34341327771984703
RWA3D,referenceFronts,3000,HV,0.05,mutationRepairStrategy,round,0.41849148418491483,0.7619047619047619,0.34341327771984703
RWA3D,referenceFronts,3000,HV,0.1,mutationRepairStrategy,bounds,0.5815085158150851,0.19047619047619047,-0.39103232533889465
RWA3D,referenceFronts,3000,HV,0.1,mutationRepairStrategy,round,0.41849148418491483,0.8095238095238095,0.3910323253388947
RWA3D,referenceFronts,3000,HV,0.2,mutationRepairStrategy,bounds,0.5815085158150851,0.24096385542168675,-0.34054466039339837
RWA3D,referenceFronts,3000,HV,0.2,mutationRepairStrategy,round,0.41849148418491483,0.7590361445783133,0.3405446603933984
RWA3D,referenceFronts,3000,joint,0.05,mutationRepairStrategy,bounds,0.5815085158150851,0.6190476190476191,0.037539103232533955
RWA3D,referenceFronts,3000,joint,0.05,mutationRepairStrategy,round,0.41849148418491483,0.38095238095238093,-0.0375391032325339
RWA3D,referenceFronts,3000,joint,0.1,mutationRepairStrategy,bounds,0.5815085158150851,0.5714285714285714,-0.010079944386513717
RWA3D,referenceFronts,3000,joint,0.1,mutationRepairStrategy,round,0.41849148418491483,0.42857142857142855,0.010079944386513717
RWA3D,referenceFronts,3000,joint,0.2,mutationRepairStrategy,bounds,0.5815085158150851,0.5421686746987951,-0.039339841116289964
RWA3D,referenceFronts,3000,joint,0.2,mutationRepairStrategy,round,0.41849148418491483,0.4578313253012048,0.039339841116289964
RWA3D,referenceFronts,3000,EP,0.05,offspringPopulationSize,1,0.021897810218978103,0.14285714285714285,0.12095933263816475
RWA3D,referenceFronts,3000,EP,0.05,offspringPopulationSize,10,0.17761557177615572,0.047619047619047616,-0.1299965241571081
RWA3D,referenceFronts,3000,EP,0.05,offspringPopulationSize,100,0.1386861313868613,0.19047619047619047,0.051790059089329155
