family,front_type,budget,view,quantile,parameter,category,observed_share,elite_share,elite_over_representation
RE3D,referenceFronts,1000,joint,0.2,offspringPopulationSize,50,0.02608695652173913,0.0,-0.02608695652173913
RE3D,referenceFronts,1000,EP,0.05,selection,boltzmann,0.3521739130434783,0.4166666666666667,0.0644927536231884
RE3D,referenceFronts,1000,EP,0.05,selection,random,0.1,0.3333333333333333,0.2333333333333333
RE3D,referenceFronts,1000,EP,0.05,selection,ranking,0.1391304347826087,0.0,-0.1391304347826087
RE3D,referenceFronts,1000,EP,0.05,selection,stochasticUniversalSampling,0.13043478260869565,0.16666666666666666,0.03623188405797101
RE3D,referenceFronts,1000,EP,0.05,selection,tournament,0.2782608695652174,0.08333333333333333,-0.19492753623188408
RE3D,referenceFronts,1000,EP,0.1,selection,boltzmann,0.3521739130434783,0.391304347826087,0.03913043478260869
RE3D,referenceFronts,1000,EP,0.1,selection,random,0.1,0.21739130434782608,0.11739130434782608
RE3D,referenceFronts,1000,EP,0.1,selection,ranking,0.1391304347826087,0.043478260869565216,-0.09565217391304348
RE3D,referenceFronts,1000,EP,0.1,selection,stochasticUniversalSampling,0.13043478260869565,0.2608695652173913,0.13043478260869565
RE3D,referenceFronts,1000,EP,0.1,selection,tournament,0.2782608695652174,0.08695652173913043,-0.19130434782608696
RE3D,referenceFronts,1000,EP,0.2,selection,boltzmann,0.3521739130434783,0.4782608695652174,0.12608695652173912
RE3D,referenceFronts,1000,EP,0.2,selection,random,0.1,0.13043478260869565,0.030434782608695643
RE3D,referenceFronts,1000,EP,0.2,selection,ranking,0.1391304347826087,0.10869565217391304,-0.030434782608695657
RE3D,referenceFronts,1000,EP,0.2,selection,stochasticUniversalSampling,0.13043478260869565,0.1956521739130435,0.06521739130434784
RE3D,referenceFronts,1000,EP,0.2,selection,tournament,0.2782608695652174,0.08695652173913043,-0.19130434782608696
RE3D,referenceFronts,1000,HV,0.05,selection,boltzmann,0.3521739130434783,0.25,-0.10217391304347828
RE3D,referenceFronts,1000,HV,0.05,selection,random,0.1,0.0,-0.1
RE3D,referenceFronts,1000,HV,0.05,selection,ranking,0.1391304347826087,0.08333333333333333,-0.05579710144927537
RE3D,referenceFronts,1000,HV,0.05,selection,stochasticUniversalSampling,0.13043478260869565,0.25,0.11956521739130435
RE3D,referenceFronts,1000,HV,0.05,selection,tournament,0.2782608695652174,0.4166666666666667,0.1384057971014493
RE3D,referenceFronts,1000,HV,0.1,selection,boltzmann,0.3521739130434783,0.391304347826087,0.03913043478260869
RE3D,referenceFronts,1000,HV,0.1,selection,random,0.1,0.0,-0.1
RE3D,referenceFronts,1000,HV,0.1,selection,ranking,0.1391304347826087,0.13043478260869565,-0.008695652173913049
RE3D,referenceFronts,1000,HV,0.1,selection,stochasticUniversalSampling,0.13043478260869565,0.13043478260869565,0.0
RE3D,referenceFronts,1000,HV,0.1,selection,tournament,0.2782608695652174,0.34782608695652173,0.06956521739130433
RE3D,referenceFronts,1000,HV,0.2,selection,boltzmann,0.3521739130434783,0.32608695652173914,-0.026086956521739146
RE3D,referenceFronts,1000,HV,0.2,selection,random,0.1,0.043478260869565216,-0.05652173913043479
RE3D,referenceFronts,1000,HV,0.2,selection,ranking,0.1391304347826087,0.10869565217391304,-0.030434782608695657
RE3D,referenceFronts,1000,HV,0.2,selection,stochasticUniversalSampling,0.13043478260869565,0.15217391304347827,0.021739130434782622
RE3D,referenceFronts,1000,HV,0.2,selection,tournament,0.2782608695652174,0.3695652173913043,0.09130434782608693
RE3D,referenceFronts,1000,joint,0.05,selection,boltzmann,0.3521739130434783,0.3333333333333333,-0.018840579710144967
RE3D,referenceFronts,1000,joint,0.05,selection,random,0.1,0.25,0.15
RE3D,referenceFronts,1000,joint,0.05,selection,ranking,0.1391304347826087,0.08333333333333333,-0.05579710144927537
RE3D,referenceFronts,1000,joint,0.05,selection,stochasticUniversalSampling,0.13043478260869565,0.25,0.11956521739130435
RE3D,referenceFronts,1000,joint,0.05,selection,tournament,0.2782608695652174,0.08333333333333333,-0.19492753623188408
RE3D,referenceFronts,1000,joint,0.1,selection,boltzmann,0.3521739130434783,0.21739130434782608,-0.1347826086956522
RE3D,referenceFronts,1000,joint,0.1,selection,random,0.1,0.2608695652173913,0.1608695652173913
RE3D,referenceFronts,1000,joint,0.1,selection,ranking,0.1391304347826087,0.21739130434782608,0.07826086956521738
RE3D,referenceFronts,1000,joint,0.1,selection,stochasticUniversalSampling,0.13043478260869565,0.2608695652173913,0.13043478260869565
RE3D,referenceFronts,1000,joint,0.1,selection,tournament,0.2782608695652174,0.043478260869565216,-0.23478260869565218
RE3D,referenceFronts,1000,joint,0.2,selection,boltzmann,0.3521739130434783,0.391304347826087,0.03913043478260869
RE3D,referenceFronts,1000,joint,0.2,selection,random,0.1,0.15217391304347827,0.052173913043478265
RE3D,referenceFronts,1000,joint,0.2,selection,ranking,0.1391304347826087,0.15217391304347827,0.013043478260869573
RE3D,referenceFronts,1000,joint,0.2,selection,stochasticUniversalSampling,0.13043478260869565,0.1956521739130435,0.06521739130434784
RE3D,referenceFronts,1000,joint,0.2,selection,tournament,0.2782608695652174,0.10869565217391304,-0.16956521739130437
RE3D,referenceFronts,1000,EP,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,referenceFronts,1000,EP,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,EP,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,EP,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,HV,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,HV,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,HV,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,joint,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,joint,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,joint,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,EP,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,EP,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,EP,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,HV,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,HV,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,HV,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,joint,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,joint,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,joint,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,referenceFronts,1000,EP,0.05,createInitialSolutions,cauchy,0.6286919831223629,0.75,0.12130801687763715
RWA3D,referenceFronts,1000,EP,0.05,createInitialSolutions,default,0.09282700421940929,0.16666666666666666,0.07383966244725737
RWA3D,referenceFronts,1000,EP,0.05,createInitialSolutions,latinHypercubeSampling,0.08860759493670886,0.08333333333333333,-0.005274261603375532
RWA3D,referenceFronts,1000,EP,0.05,createInitialSolutions,oppositionBased,0.046413502109704644,0.0,-0.046413502109704644
RWA3D,referenceFronts,1000,EP,0.05,createInitialSolutions,scatterSearch,0.08860759493670886,0.0,-0.08860759493670886
RWA3D,referenceFronts,1000,EP,0.05,createInitialSolutions,sobol,0.05485232067510549,0.0,-0.05485232067510549
RWA3D,referenceFronts,1000,EP,0.1,createInitialSolutions,cauchy,0.6286919831223629,0.7083333333333334,0.07964135021097052
RWA3D,referenceFronts,1000,EP,0.1,createInitialSolutions,default,0.09282700421940929,0.125,0.03217299578059071
RWA3D,referenceFronts,1000,EP,0.1,createInitialSolutions,latinHypercubeSampling,0.08860759493670886,0.125,0.03639240506329114
RWA3D,referenceFronts,1000,EP,0.1,createInitialSolutions,oppositionBased,0.046413502109704644,0.0,-0.046413502109704644
RWA3D,referenceFronts,1000,EP,0.1,createInitialSolutions,scatterSearch,0.08860759493670886,0.0,-0.08860759493670886
RWA3D,referenceFronts,1000,EP,0.1,createInitialSolutions,sobol,0.05485232067510549,0.041666666666666664,-0.013185654008438824
RWA3D,referenceFronts,1000,EP,0.2,createInitialSolutions,cauchy,0.6286919831223629,0.625,-0.003691983122362852
RWA3D,referenceFronts,1000,EP,0.2,createInitialSolutions,default,0.09282700421940929,0.16666666666666666,0.07383966244725737
RWA3D,referenceFronts,1000,EP,0.2,createInitialSolutions,latinHypercubeSampling,0.08860759493670886,0.10416666666666667,0.01555907172995781
RWA3D,referenceFronts,1000,EP,0.2,createInitialSolutions,oppositionBased,0.046413502109704644,0.020833333333333332,-0.02558016877637131
RWA3D,referenceFronts,1000,EP,0.2,createInitialSolutions,scatterSearch,0.08860759493670886,0.020833333333333332,-0.06777426160337553
RWA3D,referenceFronts,1000,EP,0.2,createInitialSolutions,sobol,0.05485232067510549,0.0625,0.007647679324894512
RWA3D,referenceFronts,1000,HV,0.05,createInitialSolutions,cauchy,0.6286919831223629,0.8333333333333334,0.20464135021097052
RWA3D,referenceFronts,1000,HV,0.05,createInitialSolutions,default,0.09282700421940929,0.0,-0.09282700421940929
RWA3D,referenceFronts,1000,HV,0.05,createInitialSolutions,latinHypercubeSampling,0.08860759493670886,0.0,-0.08860759493670886
RWA3D,referenceFronts,1000,HV,0.05,createInitialSolutions,oppositionBased,0.046413502109704644,0.0,-0.046413502109704644
RWA3D,referenceFronts,1000,HV,0.05,createInitialSolutions,scatterSearch,0.08860759493670886,0.16666666666666666,0.0780590717299578
RWA3D,referenceFronts,1000,HV,0.05,createInitialSolutions,sobol,0.05485232067510549,0.0,-0.05485232067510549
RWA3D,referenceFronts,1000,HV,0.1,createInitialSolutions,cauchy,0.6286919831223629,0.7916666666666666,0.16297468354430378
RWA3D,referenceFronts,1000,HV,0.1,createInitialSolutions,default,0.09282700421940929,0.08333333333333333,-0.009493670886075958
RWA3D,referenceFronts,1000,HV,0.1,createInitialSolutions,latinHypercubeSampling,0.08860759493670886,0.0,-0.08860759493670886
RWA3D,referenceFronts,1000,HV,0.1,createInitialSolutions,oppositionBased,0.046413502109704644,0.0,-0.046413502109704644
RWA3D,referenceFronts,1000,HV,0.1,createInitialSolutions,scatterSearch,0.08860759493670886,0.125,0.03639240506329114
RWA3D,referenceFronts,1000,HV,0.1,createInitialSolutions,sobol,0.05485232067510549,0.0,-0.05485232067510549
RWA3D,referenceFronts,1000,HV,0.2,createInitialSolutions,cauchy,0.6286919831223629,0.6875,0.05880801687763715
RWA3D,referenceFronts,1000,HV,0.2,createInitialSolutions,default,0.09282700421940929,0.125,0.03217299578059071
RWA3D,referenceFronts,1000,HV,0.2,createInitialSolutions,latinHypercubeSampling,0.08860759493670886,0.0,-0.08860759493670886
RWA3D,referenceFronts,1000,HV,0.2,createInitialSolutions,oppositionBased,0.046413502109704644,0.020833333333333332,-0.02558016877637131
RWA3D,referenceFronts,1000,HV,0.2,createInitialSolutions,scatterSearch,0.08860759493670886,0.125,0.03639240506329114
RWA3D,referenceFronts,1000,HV,0.2,createInitialSolutions,sobol,0.05485232067510549,0.041666666666666664,-0.013185654008438824
RWA3D,referenceFronts,1000,joint,0.05,createInitialSolutions,cauchy,0.6286919831223629,1.0,0.37130801687763715
RWA3D,referenceFronts,1000,joint,0.05,createInitialSolutions,default,0.09282700421940929,0.0,-0.09282700421940929
RWA3D,referenceFronts,1000,joint,0.05,createInitialSolutions,latinHypercubeSampling,0.08860759493670886,0.0,-0.08860759493670886
RWA3D,referenceFronts,1000,joint,0.05,createInitialSolutions,oppositionBased,0.046413502109704644,0.0,-0.046413502109704644
RWA3D,referenceFronts,1000,joint,0.05,createInitialSolutions,scatterSearch,0.08860759493670886,0.0,-0.08860759493670886
RWA3D,referenceFronts,1000,joint,0.05,createInitialSolutions,sobol,0.05485232067510549,0.0,-0.05485232067510549
RWA3D,referenceFronts,1000,joint,0.1,createInitialSolutions,cauchy,0.6286919831223629,0.75,0.12130801687763715
RWA3D,referenceFronts,1000,joint,0.1,createInitialSolutions,default,0.09282700421940929,0.0,-0.09282700421940929
RWA3D,referenceFronts,1000,joint,0.1,createInitialSolutions,latinHypercubeSampling,0.08860759493670886,0.041666666666666664,-0.0469409282700422
RWA3D,referenceFronts,1000,joint,0.1,createInitialSolutions,oppositionBased,0.046413502109704644,0.0,-0.046413502109704644
RWA3D,referenceFronts,1000,joint,0.1,createInitialSolutions,scatterSearch,0.08860759493670886,0.08333333333333333,-0.005274261603375532
RWA3D,referenceFronts,1000,joint,0.1,createInitialSolutions,sobol,0.05485232067510549,0.125,0.07014767932489452
RWA3D,referenceFronts,1000,joint,0.2,createInitialSolutions,cauchy,0.6286919831223629,0.625,-0.003691983122362852
RWA3D,referenceFronts,1000,joint,0.2,createInitialSolutions,default,0.09282700421940929,0.0625,-0.030327004219409287
RWA3D,referenceFronts,1000,joint,0.2,createInitialSolutions,latinHypercubeSampling,0.08860759493670886,0.0625,-0.02610759493670886
RWA3D,referenceFronts,1000,joint,0.2,createInitialSolutions,oppositionBased,0.046413502109704644,0.08333333333333333,0.036919831223628685
RWA3D,referenceFronts,1000,joint,0.2,createInitialSolutions,scatterSearch,0.08860759493670886,0.08333333333333333,-0.005274261603375532
RWA3D,referenceFronts,1000,joint,0.2,createInitialSolutions,sobol,0.05485232067510549,0.08333333333333333,0.02848101265822784
RWA3D,referenceFronts,1000,EP,0.05,crossover,BLX-alpha,0.18565400843881857,0.0,-0.18565400843881857
RWA3D,referenceFronts,1000,EP,0.05,crossover,BLX-alpha-beta,0.8143459915611815,1.0,0.18565400843881852
RWA3D,referenceFronts,1000,EP,0.1,crossover,BLX-alpha,0.18565400843881857,0.0,-0.18565400843881857
RWA3D,referenceFronts,1000,EP,0.1,crossover,BLX-alpha-beta,0.8143459915611815,1.0,0.18565400843881852
RWA3D,referenceFronts,1000,EP,0.2,crossover,BLX-alpha,0.18565400843881857,0.0625,-0.12315400843881857
RWA3D,referenceFronts,1000,EP,0.2,crossover,BLX-alpha-beta,0.8143459915611815,0.9375,0.12315400843881852
RWA3D,referenceFronts,1000,HV,0.05,crossover,BLX-alpha,0.18565400843881857,0.0,-0.18565400843881857
RWA3D,referenceFronts,1000,HV,0.05,crossover,BLX-alpha-beta,0.8143459915611815,1.0,0.18565400843881852
RWA3D,referenceFronts,1000,HV,0.1,crossover,BLX-alpha,0.18565400843881857,0.08333333333333333,-0.10232067510548525
RWA3D,referenceFronts,1000,HV,0.1,crossover,BLX-alpha-beta,0.8143459915611815,0.9166666666666666,0.10232067510548515
RWA3D,referenceFronts,1000,HV,0.2,crossover,BLX-alpha,0.18565400843881857,0.08333333333333333,-0.10232067510548525
RWA3D,referenceFronts,1000,HV,0.2,crossover,BLX-alpha-beta,0.8143459915611815,0.9166666666666666,0.10232067510548515
RWA3D,referenceFronts,1000,joint,0.05,crossover,BLX-alpha,0.18565400843881857,0.08333333333333333,-0.10232067510548525
RWA3D,referenceFronts,1000,joint,0.05,crossover,BLX-alpha-beta,0.8143459915611815,0.9166666666666666,0.10232067510548515
RWA3D,referenceFronts,1000,joint,0.1,crossover,BLX-alpha,0.18565400843881857,0.08333333333333333,-0.10232067510548525
RWA3D,referenceFronts,1000,joint,0.1,crossover,BLX-alpha-beta,0.8143459915611815,0.9166666666666666,0.10232067510548515
RWA3D,referenceFronts,1000,joint,0.2,crossover,BLX-alpha,0.18565400843881857,0.0625,-0.12315400843881857
RWA3D,referenceFronts,1000,joint,0.2,crossover,BLX-alpha-beta,0.8143459915611815,0.9375,0.12315400843881852
RWA3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,bounds,0.540084388185654,0.5,-0.04008438818565396
RWA3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,random,0.18565400843881857,0.16666666666666666,-0.018987341772151917
RWA3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,round,0.2742616033755274,0.3333333333333333,0.05907172995780591
RWA3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,bounds,0.540084388185654,0.375,-0.16508438818565396
RWA3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,random,0.18565400843881857,0.20833333333333334,0.02267932489451477
RWA3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,round,0.2742616033755274,0.4166666666666667,0.14240506329113928
RWA3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,bounds,0.540084388185654,0.4583333333333333,-0.08175105485232065
RWA3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,random,0.18565400843881857,0.1875,0.001845991561181426
RWA3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,round,0.2742616033755274,0.3541666666666667,0.07990506329113928
RWA3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,bounds,0.540084388185654,0.5,-0.04008438818565396
RWA3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,random,0.18565400843881857,0.16666666666666666,-0.018987341772151917
RWA3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,round,0.2742616033755274,0.3333333333333333,0.05907172995780591
RWA3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,bounds,0.540084388185654,0.5833333333333334,0.04324894514767941
RWA3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,random,0.18565400843881857,0.25,0.06434599156118143
RWA3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,round,0.2742616033755274,0.16666666666666666,-0.10759493670886075
RWA3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,bounds,0.540084388185654,0.5625,0.022415611814346037
RWA3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,random,0.18565400843881857,0.20833333333333334,0.02267932489451477
RWA3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,round,0.2742616033755274,0.22916666666666666,-0.04509493670886075
RWA3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,bounds,0.540084388185654,0.16666666666666666,-0.37341772151898733
RWA3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,random,0.18565400843881857,0.4166666666666667,0.2310126582278481
RWA3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,round,0.2742616033755274,0.4166666666666667,0.14240506329113928
