family,front_type,budget,view,quantile,parameter,parameter_kind,observed_n,elite_n,observed_unique,elite_unique,dominant_category,dominant_share
RWA3D,extremePointsFronts,3000,joint,0.1,crossoverRepairStrategy,categorical,257,26,3,3,bounds,0.6923076923076923
RWA3D,extremePointsFronts,3000,joint,0.2,crossoverRepairStrategy,categorical,257,52,3,3,bounds,0.7307692307692307
RWA3D,extremePointsFronts,3000,EP,0.05,mutation,categorical,257,13,2,1,powerLaw,1.0
RWA3D,extremePointsFronts,3000,EP,0.1,mutation,categorical,257,26,2,2,powerLaw,0.9615384615384616
RWA3D,extremePointsFronts,3000,EP,0.2,mutation,categorical,257,52,2,2,powerLaw,0.9807692307692307
RWA3D,extremePointsFronts,3000,HV,0.05,mutation,categorical,257,13,2,1,powerLaw,1.0
RWA3D,extremePointsFronts,3000,HV,0.1,mutation,categorical,257,26,2,1,powerLaw,1.0
RWA3D,extremePointsFronts,3000,HV,0.2,mutation,categorical,257,52,2,1,powerLaw,1.0
RWA3D,extremePointsFronts,3000,joint,0.05,mutation,categorical,257,13,2,1,powerLaw,1.0
RWA3D,extremePointsFronts,3000,joint,0.1,mutation,categorical,257,26,2,1,powerLaw,1.0
RWA3D,extremePointsFronts,3000,joint,0.2,mutation,categorical,257,52,2,1,powerLaw,1.0
RWA3D,extremePointsFronts,3000,EP,0.05,mutationRepairStrategy,categorical,257,13,2,2,round,0.5384615384615384
RWA3D,extremePointsFronts,3000,EP,0.1,mutationRepairStrategy,categorical,257,26,2,2,bounds,0.5384615384615384
RWA3D,extremePointsFronts,3000,EP,0.2,mutationRepairStrategy,categorical,257,52,2,2,bounds,0.5384615384615384
RWA3D,extremePointsFronts,3000,HV,0.05,mutationRepairStrategy,categorical,257,13,2,2,round,0.6923076923076923
RWA3D,extremePointsFronts,3000,HV,0.1,mutationRepairStrategy,categorical,257,26,2,2,round,0.7307692307692307
RWA3D,extremePointsFronts,3000,HV,0.2,mutationRepairStrategy,categorical,257,52,2,2,round,0.6730769230769231
RWA3D,extremePointsFronts,3000,joint,0.05,mutationRepairStrategy,categorical,257,13,2,2,round,0.6153846153846154
RWA3D,extremePointsFronts,3000,joint,0.1,mutationRepairStrategy,categorical,257,26,2,2,bounds,0.5
RWA3D,extremePointsFronts,3000,joint,0.2,mutationRepairStrategy,categorical,257,52,2,2,bounds,0.5
RWA3D,extremePointsFronts,3000,EP,0.05,offspringPopulationSize,categorical,257,13,7,6,1,0.23076923076923078
RWA3D,extremePointsFronts,3000,EP,0.1,offspringPopulationSize,categorical,257,26,7,7,50,0.2692307692307692
RWA3D,extremePointsFronts,3000,EP,0.2,offspringPopulationSize,categorical,257,52,7,7,10,0.3076923076923077
RWA3D,extremePointsFronts,3000,HV,0.05,offspringPopulationSize,categorical,257,13,7,4,50,0.38461538461538464
RWA3D,extremePointsFronts,3000,HV,0.1,offspringPopulationSize,categorical,257,26,7,7,50,0.2692307692307692
RWA3D,extremePointsFronts,3000,HV,0.2,offspringPopulationSize,categorical,257,52,7,7,10,0.3076923076923077
RWA3D,extremePointsFronts,3000,joint,0.05,offspringPopulationSize,categorical,257,13,7,4,50,0.38461538461538464
RWA3D,extremePointsFronts,3000,joint,0.1,offspringPopulationSize,categorical,257,26,7,5,50,0.3076923076923077
RWA3D,extremePointsFronts,3000,joint,0.2,offspringPopulationSize,categorical,257,52,7,7,10,0.3269230769230769
RWA3D,extremePointsFronts,3000,EP,0.05,selection,categorical,257,13,5,4,stochasticUniversalSampling,0.46153846153846156
RWA3D,extremePointsFronts,3000,EP,0.1,selection,categorical,257,26,5,5,tournament,0.34615384615384615
RWA3D,extremePointsFronts,3000,EP,0.2,selection,categorical,257,52,5,5,tournament,0.28846153846153844
RWA3D,extremePointsFronts,3000,HV,0.05,selection,categorical,257,13,5,2,tournament,0.6923076923076923
RWA3D,extremePointsFronts,3000,HV,0.1,selection,categorical,257,26,5,4,tournament,0.6538461538461539
RWA3D,extremePointsFronts,3000,HV,0.2,selection,categorical,257,52,5,5,tournament,0.46153846153846156
RWA3D,extremePointsFronts,3000,joint,0.05,selection,categorical,257,13,5,3,tournament,0.38461538461538464
RWA3D,extremePointsFronts,3000,joint,0.1,selection,categorical,257,26,5,5,tournament,0.46153846153846156
RWA3D,extremePointsFronts,3000,joint,0.2,selection,categorical,257,52,5,5,tournament,0.4807692307692308
RWA3D,extremePointsFronts,3000,EP,0.05,variation,categorical,257,13,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,3000,EP,0.1,variation,categorical,257,26,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,3000,EP,0.2,variation,categorical,257,52,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,3000,HV,0.05,variation,categorical,257,13,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,3000,HV,0.1,variation,categorical,257,26,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,3000,HV,0.2,variation,categorical,257,52,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,3000,joint,0.05,variation,categorical,257,13,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,3000,joint,0.1,variation,categorical,257,26,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,3000,joint,0.2,variation,categorical,257,52,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,EP,0.05,algorithmResult,categorical,202,11,1,1,externalArchive,1.0
RE3D,referenceFronts,3000,EP,0.1,algorithmResult,categorical,202,21,1,1,externalArchive,1.0
RE3D,referenceFronts,3000,EP,0.2,algorithmResult,categorical,202,41,1,1,externalArchive,1.0
RE3D,referenceFronts,3000,HV,0.05,algorithmResult,categorical,202,11,1,1,externalArchive,1.0
RE3D,referenceFronts,3000,HV,0.1,algorithmResult,categorical,202,21,1,1,externalArchive,1.0
RE3D,referenceFronts,3000,HV,0.2,algorithmResult,categorical,202,41,1,1,externalArchive,1.0
RE3D,referenceFronts,3000,joint,0.05,algorithmResult,categorical,202,11,1,1,externalArchive,1.0
RE3D,referenceFronts,3000,joint,0.1,algorithmResult,categorical,202,21,1,1,externalArchive,1.0
RE3D,referenceFronts,3000,joint,0.2,algorithmResult,categorical,202,41,1,1,externalArchive,1.0
RE3D,referenceFronts,3000,EP,0.05,archiveType,categorical,202,11,1,1,unboundedArchive,1.0
RE3D,referenceFronts,3000,EP,0.1,archiveType,categorical,202,21,1,1,unboundedArchive,1.0
RE3D,referenceFronts,3000,EP,0.2,archiveType,categorical,202,41,1,1,unboundedArchive,1.0
RE3D,referenceFronts,3000,HV,0.05,archiveType,categorical,202,11,1,1,unboundedArchive,1.0
RE3D,referenceFronts,3000,HV,0.1,archiveType,categorical,202,21,1,1,unboundedArchive,1.0
RE3D,referenceFronts,3000,HV,0.2,archiveType,categorical,202,41,1,1,unboundedArchive,1.0
RE3D,referenceFronts,3000,joint,0.05,archiveType,categorical,202,11,1,1,unboundedArchive,1.0
RE3D,referenceFronts,3000,joint,0.1,archiveType,categorical,202,21,1,1,unboundedArchive,1.0
RE3D,referenceFronts,3000,joint,0.2,archiveType,categorical,202,41,1,1,unboundedArchive,1.0
RE3D,referenceFronts,3000,EP,0.05,createInitialSolutions,categorical,202,11,6,4,oppositionBased,0.36363636363636365
RE3D,referenceFronts,3000,EP,0.1,createInitialSolutions,categorical,202,21,6,5,scatterSearch,0.38095238095238093
RE3D,referenceFronts,3000,EP,0.2,createInitialSolutions,categorical,202,41,6,6,scatterSearch,0.36585365853658536
RE3D,referenceFronts,3000,HV,0.05,createInitialSolutions,categorical,202,11,6,3,cauchy,0.5454545454545454
RE3D,referenceFronts,3000,HV,0.1,createInitialSolutions,categorical,202,21,6,3,cauchy,0.5714285714285714
RE3D,referenceFronts,3000,HV,0.2,createInitialSolutions,categorical,202,41,6,6,cauchy,0.4146341463414634
RE3D,referenceFronts,3000,joint,0.05,createInitialSolutions,categorical,202,11,6,5,oppositionBased,0.36363636363636365
RE3D,referenceFronts,3000,joint,0.1,createInitialSolutions,categorical,202,21,6,5,scatterSearch,0.3333333333333333
RE3D,referenceFronts,3000,joint,0.2,createInitialSolutions,categorical,202,41,6,5,scatterSearch,0.2926829268292683
RE3D,referenceFronts,3000,EP,0.05,crossover,categorical,202,11,4,2,laplace,0.8181818181818182
RE3D,referenceFronts,3000,EP,0.1,crossover,categorical,202,21,4,2,laplace,0.8571428571428571
RE3D,referenceFronts,3000,EP,0.2,crossover,categorical,202,41,4,4,laplace,0.6585365853658537
RE3D,referenceFronts,3000,HV,0.05,crossover,categorical,202,11,4,3,BLX-alpha,0.45454545454545453
RE3D,referenceFronts,3000,HV,0.1,crossover,categorical,202,21,4,3,BLX-alpha,0.5238095238095238
RE3D,referenceFronts,3000,HV,0.2,crossover,categorical,202,41,4,3,BLX-alpha,0.5121951219512195
RE3D,referenceFronts,3000,joint,0.05,crossover,categorical,202,11,4,1,laplace,1.0
RE3D,referenceFronts,3000,joint,0.1,crossover,categorical,202,21,4,1,laplace,1.0
RE3D,referenceFronts,3000,joint,0.2,crossover,categorical,202,41,4,2,laplace,0.7560975609756098
RE3D,referenceFronts,3000,EP,0.05,crossoverRepairStrategy,categorical,202,11,3,1,bounds,1.0
RE3D,referenceFronts,3000,EP,0.1,crossoverRepairStrategy,categorical,202,21,3,1,bounds,1.0
RE3D,referenceFronts,3000,EP,0.2,crossoverRepairStrategy,categorical,202,41,3,1,bounds,1.0
RE3D,referenceFronts,3000,HV,0.05,crossoverRepairStrategy,categorical,202,11,3,1,bounds,1.0
RE3D,referenceFronts,3000,HV,0.1,crossoverRepairStrategy,categorical,202,21,3,1,bounds,1.0
RE3D,referenceFronts,3000,HV,0.2,crossoverRepairStrategy,categorical,202,41,3,2,bounds,0.9512195121951219
RE3D,referenceFronts,3000,joint,0.05,crossoverRepairStrategy,categorical,202,11,3,1,bounds,1.0
RE3D,referenceFronts,3000,joint,0.1,crossoverRepairStrategy,categorical,202,21,3,1,bounds,1.0
RE3D,referenceFronts,3000,joint,0.2,crossoverRepairStrategy,categorical,202,41,3,1,bounds,1.0
RE3D,referenceFronts,3000,EP,0.05,mutation,categorical,202,11,5,2,levyFlight,0.6363636363636364
RE3D,referenceFronts,3000,EP,0.1,mutation,categorical,202,21,5,2,levyFlight,0.7142857142857143
RE3D,referenceFronts,3000,EP,0.2,mutation,categorical,202,41,5,3,levyFlight,0.6341463414634146
RE3D,referenceFronts,3000,HV,0.05,mutation,categorical,202,11,5,2,powerLaw,0.7272727272727273
RE3D,referenceFronts,3000,HV,0.1,mutation,categorical,202,21,5,2,powerLaw,0.5714285714285714
RE3D,referenceFronts,3000,HV,0.2,mutation,categorical,202,41,5,3,powerLaw,0.4878048780487805
RE3D,referenceFronts,3000,joint,0.05,mutation,categorical,202,11,5,2,levyFlight,0.6363636363636364
RE3D,referenceFronts,3000,joint,0.1,mutation,categorical,202,21,5,2,levyFlight,0.7142857142857143
RE3D,referenceFronts,3000,joint,0.2,mutation,categorical,202,41,5,3,levyFlight,0.5609756097560976
RE3D,referenceFronts,3000,EP,0.05,mutationRepairStrategy,categorical,202,11,3,1,bounds,1.0
RE3D,referenceFronts,3000,EP,0.1,mutationRepairStrategy,categorical,202,21,3,1,bounds,1.0
RE3D,referenceFronts,3000,EP,0.2,mutationRepairStrategy,categorical,202,41,3,2,bounds,0.975609756097561
RE3D,referenceFronts,3000,HV,0.05,mutationRepairStrategy,categorical,202,11,3,2,bounds,0.7272727272727273
RE3D,referenceFronts,3000,HV,0.1,mutationRepairStrategy,categorical,202,21,3,2,bounds,0.8571428571428571
RE3D,referenceFronts,3000,HV,0.2,mutationRepairStrategy,categorical,202,41,3,3,bounds,0.8292682926829268
RE3D,referenceFronts,3000,joint,0.05,mutationRepairStrategy,categorical,202,11,3,1,bounds,1.0
RE3D,referenceFronts,3000,joint,0.1,mutationRepairStrategy,categorical,202,21,3,1,bounds,1.0
RE3D,referenceFronts,3000,joint,0.2,mutationRepairStrategy,categorical,202,41,3,3,bounds,0.926829268292683
RE3D,referenceFronts,3000,EP,0.05,offspringPopulationSize,categorical,202,11,6,5,5,0.36363636363636365
RE3D,referenceFronts,3000,EP,0.1,offspringPopulationSize,categorical,202,21,6,6,5,0.2857142857142857
RE3D,referenceFronts,3000,EP,0.2,offspringPopulationSize,categorical,202,41,6,6,20,0.2682926829268293
RE3D,referenceFronts,3000,HV,0.05,offspringPopulationSize,categorical,202,11,6,5,10,0.36363636363636365
RE3D,referenceFronts,3000,HV,0.1,offspringPopulationSize,categorical,202,21,6,6,5,0.5238095238095238
RE3D,referenceFronts,3000,HV,0.2,offspringPopulationSize,categorical,202,41,6,6,5,0.4146341463414634
RE3D,referenceFronts,3000,joint,0.05,offspringPopulationSize,categorical,202,11,6,4,5,0.45454545454545453
RE3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,categorical,202,21,6,6,5,0.3333333333333333
RE3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,categorical,202,41,6,6,5,0.2682926829268293
RE3D,referenceFronts,3000,EP,0.05,selection,categorical,202,11,5,5,ranking,0.5454545454545454
RE3D,referenceFronts,3000,EP,0.1,selection,categorical,202,21,5,5,ranking,0.5238095238095238
RE3D,referenceFronts,3000,EP,0.2,selection,categorical,202,41,5,5,ranking,0.4146341463414634
RE3D,referenceFronts,3000,HV,0.05,selection,categorical,202,11,5,5,tournament,0.45454545454545453
RE3D,referenceFronts,3000,HV,0.1,selection,categorical,202,21,5,5,tournament,0.38095238095238093
RE3D,referenceFronts,3000,HV,0.2,selection,categorical,202,41,5,5,ranking,0.3902439024390244
RE3D,referenceFronts,3000,joint,0.05,selection,categorical,202,11,5,3,tournament,0.45454545454545453
RE3D,referenceFronts,3000,joint,0.1,selection,categorical,202,21,5,4,ranking,0.47619047619047616
RE3D,referenceFronts,3000,joint,0.2,selection,categorical,202,41,5,4,ranking,0.43902439024390244
RE3D,referenceFronts,3000,EP,0.05,variation,categorical,202,11,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,EP,0.1,variation,categorical,202,21,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,EP,0.2,variation,categorical,202,41,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,HV,0.05,variation,categorical,202,11,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,HV,0.1,variation,categorical,202,21,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,HV,0.2,variation,categorical,202,41,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,joint,0.05,variation,categorical,202,11,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,joint,0.1,variation,categorical,202,21,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,joint,0.2,variation,categorical,202,41,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,EP,0.05,algorithmResult,categorical,411,21,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,EP,0.1,algorithmResult,categorical,411,42,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,EP,0.2,algorithmResult,categorical,411,83,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,HV,0.05,algorithmResult,categorical,411,21,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,HV,0.1,algorithmResult,categorical,411,42,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,HV,0.2,algorithmResult,categorical,411,83,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,joint,0.05,algorithmResult,categorical,411,21,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,joint,0.1,algorithmResult,categorical,411,42,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,joint,0.2,algorithmResult,categorical,411,83,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,EP,0.05,archiveType,categorical,411,21,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,EP,0.1,archiveType,categorical,411,42,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,EP,0.2,archiveType,categorical,411,83,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,HV,0.05,archiveType,categorical,411,21,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,HV,0.1,archiveType,categorical,411,42,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,HV,0.2,archiveType,categorical,411,83,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,joint,0.05,archiveType,categorical,411,21,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,joint,0.1,archiveType,categorical,411,42,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,joint,0.2,archiveType,categorical,411,83,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,EP,0.05,createInitialSolutions,categorical,411,21,6,4,cauchy,0.7142857142857143
RWA3D,referenceFronts,3000,EP,0.1,createInitialSolutions,categorical,411,42,6,6,cauchy,0.7142857142857143
RWA3D,referenceFronts,3000,EP,0.2,createInitialSolutions,categorical,411,83,6,6,cauchy,0.7228915662650602
RWA3D,referenceFronts,3000,HV,0.05,createInitialSolutions,categorical,411,21,6,4,cauchy,0.7142857142857143
RWA3D,referenceFronts,3000,HV,0.1,createInitialSolutions,categorical,411,42,6,5,cauchy,0.7380952380952381
RWA3D,referenceFronts,3000,HV,0.2,createInitialSolutions,categorical,411,83,6,6,cauchy,0.7349397590361446
RWA3D,referenceFronts,3000,joint,0.05,createInitialSolutions,categorical,411,21,6,2,cauchy,0.9523809523809523
RWA3D,referenceFronts,3000,joint,0.1,createInitialSolutions,categorical,411,42,6,3,cauchy,0.9285714285714286
RWA3D,referenceFronts,3000,joint,0.2,createInitialSolutions,categorical,411,83,6,3,cauchy,0.9036144578313253
RWA3D,referenceFronts,3000,EP,0.05,crossover,categorical,411,21,3,2,BLX-alpha-beta,0.8095238095238095
RWA3D,referenceFronts,3000,EP,0.1,crossover,categorical,411,42,3,2,BLX-alpha-beta,0.7857142857142857
RWA3D,referenceFronts,3000,EP,0.2,crossover,categorical,411,83,3,3,BLX-alpha-beta,0.7228915662650602
RWA3D,referenceFronts,3000,HV,0.05,crossover,categorical,411,21,3,2,BLX-alpha,0.7619047619047619
RWA3D,referenceFronts,3000,HV,0.1,crossover,categorical,411,42,3,2,BLX-alpha,0.5952380952380952
RWA3D,referenceFronts,3000,HV,0.2,crossover,categorical,411,83,3,2,BLX-alpha,0.5060240963855421
RWA3D,referenceFronts,3000,joint,0.05,crossover,categorical,411,21,3,2,BLX-alpha-beta,0.6190476190476191
RWA3D,referenceFronts,3000,joint,0.1,crossover,categorical,411,42,3,2,BLX-alpha-beta,0.5476190476190477
RWA3D,referenceFronts,3000,joint,0.2,crossover,categorical,411,83,3,2,BLX-alpha-beta,0.5662650602409639
RWA3D,referenceFronts,3000,EP,0.05,crossoverRepairStrategy,categorical,411,21,3,3,bounds,0.7142857142857143
RWA3D,referenceFronts,3000,EP,0.1,crossoverRepairStrategy,categorical,411,42,3,3,bounds,0.5952380952380952
RWA3D,referenceFronts,3000,EP,0.2,crossoverRepairStrategy,categorical,411,83,3,3,bounds,0.5903614457831325
RWA3D,referenceFronts,3000,HV,0.05,crossoverRepairStrategy,categorical,411,21,3,3,bounds,0.8571428571428571
RWA3D,referenceFronts,3000,HV,0.1,crossoverRepairStrategy,categorical,411,42,3,3,bounds,0.7619047619047619
RWA3D,referenceFronts,3000,HV,0.2,crossoverRepairStrategy,categorical,411,83,3,3,bounds,0.6506024096385542
RWA3D,referenceFronts,3000,joint,0.05,crossoverRepairStrategy,categorical,411,21,3,3,bounds,0.6666666666666666
RWA3D,referenceFronts,3000,joint,0.1,crossoverRepairStrategy,categorical,411,42,3,3,bounds,0.6428571428571429
RWA3D,referenceFronts,3000,joint,0.2,crossoverRepairStrategy,categorical,411,83,3,3,bounds,0.6506024096385542
RWA3D,referenceFronts,3000,EP,0.05,mutation,categorical,411,21,2,2,powerLaw,0.9523809523809523
RWA3D,referenceFronts,3000,EP,0.1,mutation,categorical,411,42,2,2,powerLaw,0.9285714285714286
RWA3D,referenceFronts,3000,EP,0.2,mutation,categorical,411,83,2,2,powerLaw,0.8072289156626506
RWA3D,referenceFronts,3000,HV,0.05,mutation,categorical,411,21,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,HV,0.1,mutation,categorical,411,42,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,HV,0.2,mutation,categorical,411,83,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,joint,0.05,mutation,categorical,411,21,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,joint,0.1,mutation,categorical,411,42,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,joint,0.2,mutation,categorical,411,83,2,2,powerLaw,0.9879518072289156
RWA3D,referenceFronts,3000,EP,0.05,mutationRepairStrategy,categorical,411,21,2,2,bounds,0.9047619047619048
RWA3D,referenceFronts,3000,EP,0.1,mutationRepairStrategy,categorical,411,42,2,2,bounds,0.8571428571428571
RWA3D,referenceFronts,3000,EP,0.2,mutationRepairStrategy,categorical,411,83,2,2,bounds,0.7951807228915663
RWA3D,referenceFronts,3000,HV,0.05,mutationRepairStrategy,categorical,411,21,2,2,round,0.7619047619047619
RWA3D,referenceFronts,3000,HV,0.1,mutationRepairStrategy,categorical,411,42,2,2,round,0.8095238095238095
RWA3D,referenceFronts,3000,HV,0.2,mutationRepairStrategy,categorical,411,83,2,2,round,0.7590361445783133
RWA3D,referenceFronts,3000,joint,0.05,mutationRepairStrategy,categorical,411,21,2,2,bounds,0.6190476190476191
RWA3D,referenceFronts,3000,joint,0.1,mutationRepairStrategy,categorical,411,42,2,2,bounds,0.5714285714285714
RWA3D,referenceFronts,3000,joint,0.2,mutationRepairStrategy,categorical,411,83,2,2,bounds,0.5421686746987951
RWA3D,referenceFronts,3000,EP,0.05,offspringPopulationSize,categorical,411,21,8,7,5,0.2857142857142857
RWA3D,referenceFronts,3000,EP,0.1,offspringPopulationSize,categorical,411,42,8,7,5,0.3333333333333333
RWA3D,referenceFronts,3000,EP,0.2,offspringPopulationSize,categorical,411,83,8,8,5,0.24096385542168675
RWA3D,referenceFronts,3000,HV,0.05,offspringPopulationSize,categorical,411,21,8,5,10,0.42857142857142855
RWA3D,referenceFronts,3000,HV,0.1,offspringPopulationSize,categorical,411,42,8,8,5,0.3333333333333333
RWA3D,referenceFronts,3000,HV,0.2,offspringPopulationSize,categorical,411,83,8,8,5,0.24096385542168675
RWA3D,referenceFronts,3000,joint,0.05,offspringPopulationSize,categorical,411,21,8,7,5,0.3333333333333333
RWA3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,categorical,411,42,8,7,5,0.42857142857142855
RWA3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,categorical,411,83,8,8,5,0.30120481927710846
RWA3D,referenceFronts,3000,EP,0.05,selection,categorical,411,21,5,3,random,0.7619047619047619
RWA3D,referenceFronts,3000,EP,0.1,selection,categorical,411,42,5,4,random,0.7142857142857143
RWA3D,referenceFronts,3000,EP,0.2,selection,categorical,411,83,5,4,random,0.5903614457831325
RWA3D,referenceFronts,3000,HV,0.05,selection,categorical,411,21,5,5,boltzmann,0.38095238095238093
RWA3D,referenceFronts,3000,HV,0.1,selection,categorical,411,42,5,5,boltzmann,0.3333333333333333
RWA3D,referenceFronts,3000,HV,0.2,selection,categorical,411,83,5,5,boltzmann,0.30120481927710846
RWA3D,referenceFronts,3000,joint,0.05,selection,categorical,411,21,5,4,random,0.6190476190476191
RWA3D,referenceFronts,3000,joint,0.1,selection,categorical,411,42,5,5,random,0.5952380952380952
RWA3D,referenceFronts,3000,joint,0.2,selection,categorical,411,83,5,5,random,0.5421686746987951
RWA3D,referenceFronts,3000,EP,0.05,variation,categorical,411,21,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,EP,0.1,variation,categorical,411,42,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,EP,0.2,variation,categorical,411,83,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,HV,0.05,variation,categorical,411,21,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,HV,0.1,variation,categorical,411,42,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,HV,0.2,variation,categorical,411,83,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,joint,0.05,variation,categorical,411,21,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,joint,0.1,variation,categorical,411,42,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,joint,0.2,variation,categorical,411,83,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,5000,EP,0.05,algorithmResult,categorical,283,15,1,1,externalArchive,1.0
RE3D,extremePointsFronts,5000,EP,0.1,algorithmResult,categorical,283,29,1,1,externalArchive,1.0
RE3D,extremePointsFronts,5000,EP,0.2,algorithmResult,categorical,283,57,1,1,externalArchive,1.0
RE3D,extremePointsFronts,5000,HV,0.05,algorithmResult,categorical,283,15,1,1,externalArchive,1.0
RE3D,extremePointsFronts,5000,HV,0.1,algorithmResult,categorical,283,29,1,1,externalArchive,1.0
RE3D,extremePointsFronts,5000,HV,0.2,algorithmResult,categorical,283,57,1,1,externalArchive,1.0
RE3D,extremePointsFronts,5000,joint,0.05,algorithmResult,categorical,283,15,1,1,externalArchive,1.0
RE3D,extremePointsFronts,5000,joint,0.1,algorithmResult,categorical,283,29,1,1,externalArchive,1.0
RE3D,extremePointsFronts,5000,joint,0.2,algorithmResult,categorical,283,57,1,1,externalArchive,1.0
RE3D,extremePointsFronts,5000,EP,0.05,archiveType,categorical,283,15,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,5000,EP,0.1,archiveType,categorical,283,29,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,5000,EP,0.2,archiveType,categorical,283,57,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,5000,HV,0.05,archiveType,categorical,283,15,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,5000,HV,0.1,archiveType,categorical,283,29,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,5000,HV,0.2,archiveType,categorical,283,57,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,5000,joint,0.05,archiveType,categorical,283,15,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,5000,joint,0.1,archiveType,categorical,283,29,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,5000,joint,0.2,archiveType,categorical,283,57,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,5000,EP,0.05,createInitialSolutions,categorical,283,15,6,5,oppositionBased,0.4
RE3D,extremePointsFronts,5000,EP,0.1,createInitialSolutions,categorical,283,29,6,6,oppositionBased,0.4482758620689655
RE3D,extremePointsFronts,5000,EP,0.2,createInitialSolutions,categorical,283,57,6,6,oppositionBased,0.3508771929824561
RE3D,extremePointsFronts,5000,HV,0.05,createInitialSolutions,categorical,283,15,6,5,cauchy,0.5333333333333333
RE3D,extremePointsFronts,5000,HV,0.1,createInitialSolutions,categorical,283,29,6,5,cauchy,0.41379310344827586
RE3D,extremePointsFronts,5000,HV,0.2,createInitialSolutions,categorical,283,57,6,6,cauchy,0.3508771929824561
RE3D,extremePointsFronts,5000,joint,0.05,createInitialSolutions,categorical,283,15,6,5,cauchy,0.4
RE3D,extremePointsFronts,5000,joint,0.1,createInitialSolutions,categorical,283,29,6,6,cauchy,0.3448275862068966
RE3D,extremePointsFronts,5000,joint,0.2,createInitialSolutions,categorical,283,57,6,6,sobol,0.2982456140350877
RE3D,extremePointsFronts,5000,EP,0.05,crossover,categorical,283,15,5,1,laplace,1.0
