family,front_type,budget,view,quantile,parameter,parameter_kind,observed_n,elite_n,observed_unique,elite_unique,dominant_category,dominant_share
RWA3D,referenceFronts,5000,HV,0.05,archiveType,categorical,451,23,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,5000,HV,0.1,archiveType,categorical,451,46,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,5000,HV,0.2,archiveType,categorical,451,91,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,5000,joint,0.05,archiveType,categorical,451,23,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,5000,joint,0.1,archiveType,categorical,451,46,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,5000,joint,0.2,archiveType,categorical,451,91,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,5000,EP,0.05,createInitialSolutions,categorical,451,23,6,3,cauchy,0.4782608695652174
RWA3D,referenceFronts,5000,EP,0.1,createInitialSolutions,categorical,451,46,6,5,cauchy,0.6304347826086957
RWA3D,referenceFronts,5000,EP,0.2,createInitialSolutions,categorical,451,91,6,6,cauchy,0.6703296703296703
RWA3D,referenceFronts,5000,HV,0.05,createInitialSolutions,categorical,451,23,6,3,cauchy,0.7391304347826086
RWA3D,referenceFronts,5000,HV,0.1,createInitialSolutions,categorical,451,46,6,3,cauchy,0.8260869565217391
RWA3D,referenceFronts,5000,HV,0.2,createInitialSolutions,categorical,451,91,6,3,cauchy,0.8681318681318682
RWA3D,referenceFronts,5000,joint,0.05,createInitialSolutions,categorical,451,23,6,3,cauchy,0.8695652173913043
RWA3D,referenceFronts,5000,joint,0.1,createInitialSolutions,categorical,451,46,6,3,cauchy,0.8695652173913043
RWA3D,referenceFronts,5000,joint,0.2,createInitialSolutions,categorical,451,91,6,3,cauchy,0.9120879120879121
RWA3D,referenceFronts,5000,EP,0.05,crossover,categorical,451,23,9,2,BLX-alpha-beta,0.782608695652174
RWA3D,referenceFronts,5000,EP,0.1,crossover,categorical,451,46,9,4,BLX-alpha-beta,0.782608695652174
RWA3D,referenceFronts,5000,EP,0.2,crossover,categorical,451,91,9,5,BLX-alpha-beta,0.7252747252747253
RWA3D,referenceFronts,5000,HV,0.05,crossover,categorical,451,23,9,3,BLX-alpha-beta,0.5652173913043478
RWA3D,referenceFronts,5000,HV,0.1,crossover,categorical,451,46,9,3,BLX-alpha-beta,0.6521739130434783
RWA3D,referenceFronts,5000,HV,0.2,crossover,categorical,451,91,9,6,BLX-alpha-beta,0.6483516483516484
RWA3D,referenceFronts,5000,joint,0.05,crossover,categorical,451,23,9,2,BLX-alpha-beta,0.782608695652174
RWA3D,referenceFronts,5000,joint,0.1,crossover,categorical,451,46,9,2,BLX-alpha-beta,0.8260869565217391
RWA3D,referenceFronts,5000,joint,0.2,crossover,categorical,451,91,9,3,BLX-alpha-beta,0.7252747252747253
RWA3D,referenceFronts,5000,EP,0.05,crossoverRepairStrategy,categorical,451,23,3,3,bounds,0.5217391304347826
RWA3D,referenceFronts,5000,EP,0.1,crossoverRepairStrategy,categorical,451,46,3,3,round,0.41304347826086957
RWA3D,referenceFronts,5000,EP,0.2,crossoverRepairStrategy,categorical,451,91,3,3,bounds,0.43956043956043955
RWA3D,referenceFronts,5000,HV,0.05,crossoverRepairStrategy,categorical,451,23,3,3,bounds,0.6521739130434783
RWA3D,referenceFronts,5000,HV,0.1,crossoverRepairStrategy,categorical,451,46,3,3,bounds,0.5434782608695652
RWA3D,referenceFronts,5000,HV,0.2,crossoverRepairStrategy,categorical,451,91,3,3,bounds,0.5054945054945055
RWA3D,referenceFronts,5000,joint,0.05,crossoverRepairStrategy,categorical,451,23,3,3,round,0.43478260869565216
RWA3D,referenceFronts,5000,joint,0.1,crossoverRepairStrategy,categorical,451,46,3,3,round,0.3695652173913043
RWA3D,referenceFronts,5000,joint,0.2,crossoverRepairStrategy,categorical,451,91,3,3,bounds,0.46153846153846156
RWA3D,referenceFronts,5000,EP,0.05,mutation,categorical,451,23,2,1,powerLaw,1.0
RWA3D,referenceFronts,5000,EP,0.1,mutation,categorical,451,46,2,2,powerLaw,0.9782608695652174
RWA3D,referenceFronts,5000,EP,0.2,mutation,categorical,451,91,2,2,powerLaw,0.9560439560439561
RWA3D,referenceFronts,5000,HV,0.05,mutation,categorical,451,23,2,1,powerLaw,1.0
RWA3D,referenceFronts,5000,HV,0.1,mutation,categorical,451,46,2,1,powerLaw,1.0
RWA3D,referenceFronts,5000,HV,0.2,mutation,categorical,451,91,2,1,powerLaw,1.0
RWA3D,referenceFronts,5000,joint,0.05,mutation,categorical,451,23,2,1,powerLaw,1.0
RWA3D,referenceFronts,5000,joint,0.1,mutation,categorical,451,46,2,1,powerLaw,1.0
RWA3D,referenceFronts,5000,joint,0.2,mutation,categorical,451,91,2,1,powerLaw,1.0
RWA3D,referenceFronts,5000,EP,0.05,mutationRepairStrategy,categorical,451,23,2,2,bounds,0.9565217391304348
RWA3D,referenceFronts,5000,EP,0.1,mutationRepairStrategy,categorical,451,46,2,2,bounds,0.8695652173913043
RWA3D,referenceFronts,5000,EP,0.2,mutationRepairStrategy,categorical,451,91,2,2,bounds,0.7472527472527473
RWA3D,referenceFronts,5000,HV,0.05,mutationRepairStrategy,categorical,451,23,2,2,round,0.8695652173913043
RWA3D,referenceFronts,5000,HV,0.1,mutationRepairStrategy,categorical,451,46,2,2,round,0.8913043478260869
RWA3D,referenceFronts,5000,HV,0.2,mutationRepairStrategy,categorical,451,91,2,2,round,0.7912087912087912
RWA3D,referenceFronts,5000,joint,0.05,mutationRepairStrategy,categorical,451,23,2,2,bounds,0.5652173913043478
RWA3D,referenceFronts,5000,joint,0.1,mutationRepairStrategy,categorical,451,46,2,2,bounds,0.5434782608695652
RWA3D,referenceFronts,5000,joint,0.2,mutationRepairStrategy,categorical,451,91,2,2,bounds,0.5494505494505495
RWA3D,referenceFronts,5000,EP,0.05,offspringPopulationSize,categorical,451,23,8,6,50,0.34782608695652173
RWA3D,referenceFronts,5000,EP,0.1,offspringPopulationSize,categorical,451,46,8,7,50,0.2826086956521739
RWA3D,referenceFronts,5000,EP,0.2,offspringPopulationSize,categorical,451,91,8,7,50,0.23076923076923078
RWA3D,referenceFronts,5000,HV,0.05,offspringPopulationSize,categorical,451,23,8,7,400,0.30434782608695654
RWA3D,referenceFronts,5000,HV,0.1,offspringPopulationSize,categorical,451,46,8,7,400,0.30434782608695654
RWA3D,referenceFronts,5000,HV,0.2,offspringPopulationSize,categorical,451,91,8,8,400,0.3076923076923077
RWA3D,referenceFronts,5000,joint,0.05,offspringPopulationSize,categorical,451,23,8,6,400,0.34782608695652173
RWA3D,referenceFronts,5000,joint,0.1,offspringPopulationSize,categorical,451,46,8,7,400,0.2391304347826087
RWA3D,referenceFronts,5000,joint,0.2,offspringPopulationSize,categorical,451,91,8,7,400,0.1978021978021978
RWA3D,referenceFronts,5000,EP,0.05,selection,categorical,451,23,5,3,random,0.9130434782608695
RWA3D,referenceFronts,5000,EP,0.1,selection,categorical,451,46,5,3,random,0.8695652173913043
RWA3D,referenceFronts,5000,EP,0.2,selection,categorical,451,91,5,4,random,0.8241758241758241
RWA3D,referenceFronts,5000,HV,0.05,selection,categorical,451,23,5,5,ranking,0.391304347826087
RWA3D,referenceFronts,5000,HV,0.1,selection,categorical,451,46,5,5,ranking,0.391304347826087
RWA3D,referenceFronts,5000,HV,0.2,selection,categorical,451,91,5,5,random,0.2857142857142857
RWA3D,referenceFronts,5000,joint,0.05,selection,categorical,451,23,5,4,random,0.6956521739130435
RWA3D,referenceFronts,5000,joint,0.1,selection,categorical,451,46,5,4,random,0.6086956521739131
RWA3D,referenceFronts,5000,joint,0.2,selection,categorical,451,91,5,5,random,0.6483516483516484
RWA3D,referenceFronts,5000,EP,0.05,variation,categorical,451,23,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,5000,EP,0.1,variation,categorical,451,46,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,5000,EP,0.2,variation,categorical,451,91,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,5000,HV,0.05,variation,categorical,451,23,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,5000,HV,0.1,variation,categorical,451,46,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,5000,HV,0.2,variation,categorical,451,91,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,5000,joint,0.05,variation,categorical,451,23,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,5000,joint,0.1,variation,categorical,451,46,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,5000,joint,0.2,variation,categorical,451,91,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,7000,EP,0.05,algorithmResult,categorical,252,13,1,1,externalArchive,1.0
RE3D,extremePointsFronts,7000,EP,0.1,algorithmResult,categorical,252,26,1,1,externalArchive,1.0
RE3D,extremePointsFronts,7000,EP,0.2,algorithmResult,categorical,252,51,1,1,externalArchive,1.0
RE3D,extremePointsFronts,7000,HV,0.05,algorithmResult,categorical,252,13,1,1,externalArchive,1.0
RE3D,extremePointsFronts,7000,HV,0.1,algorithmResult,categorical,252,26,1,1,externalArchive,1.0
RE3D,extremePointsFronts,7000,HV,0.2,algorithmResult,categorical,252,51,1,1,externalArchive,1.0
RE3D,extremePointsFronts,7000,joint,0.05,algorithmResult,categorical,252,13,1,1,externalArchive,1.0
RE3D,extremePointsFronts,7000,joint,0.1,algorithmResult,categorical,252,26,1,1,externalArchive,1.0
RE3D,extremePointsFronts,7000,joint,0.2,algorithmResult,categorical,252,51,1,1,externalArchive,1.0
RE3D,extremePointsFronts,7000,EP,0.05,archiveType,categorical,252,13,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,7000,EP,0.1,archiveType,categorical,252,26,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,7000,EP,0.2,archiveType,categorical,252,51,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,7000,HV,0.05,archiveType,categorical,252,13,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,7000,HV,0.1,archiveType,categorical,252,26,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,7000,HV,0.2,archiveType,categorical,252,51,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,7000,joint,0.05,archiveType,categorical,252,13,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,7000,joint,0.1,archiveType,categorical,252,26,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,7000,joint,0.2,archiveType,categorical,252,51,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,7000,EP,0.05,createInitialSolutions,categorical,252,13,6,6,oppositionBased,0.3076923076923077
RE3D,extremePointsFronts,7000,EP,0.1,createInitialSolutions,categorical,252,26,6,6,default,0.34615384615384615
RE3D,extremePointsFronts,7000,EP,0.2,createInitialSolutions,categorical,252,51,6,6,default,0.3333333333333333
RE3D,extremePointsFronts,7000,HV,0.05,createInitialSolutions,categorical,252,13,6,5,cauchy,0.46153846153846156
RE3D,extremePointsFronts,7000,HV,0.1,createInitialSolutions,categorical,252,26,6,5,cauchy,0.4230769230769231
RE3D,extremePointsFronts,7000,HV,0.2,createInitialSolutions,categorical,252,51,6,6,cauchy,0.39215686274509803
RE3D,extremePointsFronts,7000,joint,0.05,createInitialSolutions,categorical,252,13,6,6,oppositionBased,0.23076923076923078
RE3D,extremePointsFronts,7000,joint,0.1,createInitialSolutions,categorical,252,26,6,6,cauchy,0.2692307692307692
RE3D,extremePointsFronts,7000,joint,0.2,createInitialSolutions,categorical,252,51,6,6,cauchy,0.3137254901960784
RE3D,extremePointsFronts,7000,EP,0.05,crossover,categorical,252,13,5,1,laplace,1.0
RE3D,extremePointsFronts,7000,EP,0.1,crossover,categorical,252,26,5,1,laplace,1.0
RE3D,extremePointsFronts,7000,EP,0.2,crossover,categorical,252,51,5,1,laplace,1.0
RE3D,extremePointsFronts,7000,HV,0.05,crossover,categorical,252,13,5,1,laplace,1.0
RE3D,extremePointsFronts,7000,HV,0.1,crossover,categorical,252,26,5,1,laplace,1.0
RE3D,extremePointsFronts,7000,HV,0.2,crossover,categorical,252,51,5,1,laplace,1.0
RE3D,extremePointsFronts,7000,joint,0.05,crossover,categorical,252,13,5,1,laplace,1.0
RE3D,extremePointsFronts,7000,joint,0.1,crossover,categorical,252,26,5,1,laplace,1.0
RE3D,extremePointsFronts,7000,joint,0.2,crossover,categorical,252,51,5,1,laplace,1.0
RE3D,extremePointsFronts,7000,EP,0.05,crossoverRepairStrategy,categorical,252,13,2,2,bounds,0.9230769230769231
RE3D,extremePointsFronts,7000,EP,0.1,crossoverRepairStrategy,categorical,252,26,2,2,bounds,0.8461538461538461
RE3D,extremePointsFronts,7000,EP,0.2,crossoverRepairStrategy,categorical,252,51,2,2,bounds,0.8823529411764706
RE3D,extremePointsFronts,7000,HV,0.05,crossoverRepairStrategy,categorical,252,13,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,HV,0.1,crossoverRepairStrategy,categorical,252,26,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,HV,0.2,crossoverRepairStrategy,categorical,252,51,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,joint,0.05,crossoverRepairStrategy,categorical,252,13,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,joint,0.1,crossoverRepairStrategy,categorical,252,26,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,joint,0.2,crossoverRepairStrategy,categorical,252,51,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,EP,0.05,mutation,categorical,252,13,2,2,levyFlight,0.5384615384615384
RE3D,extremePointsFronts,7000,EP,0.1,mutation,categorical,252,26,2,2,levyFlight,0.6153846153846154
RE3D,extremePointsFronts,7000,EP,0.2,mutation,categorical,252,51,2,2,levyFlight,0.6274509803921569
RE3D,extremePointsFronts,7000,HV,0.05,mutation,categorical,252,13,2,2,levyFlight,0.6153846153846154
RE3D,extremePointsFronts,7000,HV,0.1,mutation,categorical,252,26,2,2,levyFlight,0.6153846153846154
RE3D,extremePointsFronts,7000,HV,0.2,mutation,categorical,252,51,2,2,levyFlight,0.6078431372549019
RE3D,extremePointsFronts,7000,joint,0.05,mutation,categorical,252,13,2,2,levyFlight,0.5384615384615384
RE3D,extremePointsFronts,7000,joint,0.1,mutation,categorical,252,26,2,2,levyFlight,0.6153846153846154
RE3D,extremePointsFronts,7000,joint,0.2,mutation,categorical,252,51,2,2,levyFlight,0.6274509803921569
RE3D,extremePointsFronts,7000,EP,0.05,mutationRepairStrategy,categorical,252,13,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,EP,0.1,mutationRepairStrategy,categorical,252,26,2,2,bounds,0.9615384615384616
RE3D,extremePointsFronts,7000,EP,0.2,mutationRepairStrategy,categorical,252,51,2,2,bounds,0.9803921568627451
RE3D,extremePointsFronts,7000,HV,0.05,mutationRepairStrategy,categorical,252,13,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,HV,0.1,mutationRepairStrategy,categorical,252,26,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,HV,0.2,mutationRepairStrategy,categorical,252,51,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,joint,0.05,mutationRepairStrategy,categorical,252,13,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,joint,0.1,mutationRepairStrategy,categorical,252,26,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,joint,0.2,mutationRepairStrategy,categorical,252,51,2,1,bounds,1.0
RE3D,extremePointsFronts,7000,EP,0.05,offspringPopulationSize,categorical,252,13,8,7,5,0.3076923076923077
RE3D,extremePointsFronts,7000,EP,0.1,offspringPopulationSize,categorical,252,26,8,8,5,0.23076923076923078
RE3D,extremePointsFronts,7000,EP,0.2,offspringPopulationSize,categorical,252,51,8,8,5,0.23529411764705882
RE3D,extremePointsFronts,7000,HV,0.05,offspringPopulationSize,categorical,252,13,8,6,50,0.23076923076923078
RE3D,extremePointsFronts,7000,HV,0.1,offspringPopulationSize,categorical,252,26,8,7,50,0.2692307692307692
RE3D,extremePointsFronts,7000,HV,0.2,offspringPopulationSize,categorical,252,51,8,7,50,0.29411764705882354
RE3D,extremePointsFronts,7000,joint,0.05,offspringPopulationSize,categorical,252,13,8,7,100,0.3076923076923077
RE3D,extremePointsFronts,7000,joint,0.1,offspringPopulationSize,categorical,252,26,8,7,50,0.23076923076923078
RE3D,extremePointsFronts,7000,joint,0.2,offspringPopulationSize,categorical,252,51,8,7,50,0.2549019607843137
RE3D,extremePointsFronts,7000,EP,0.05,selection,categorical,252,13,5,4,boltzmann,0.46153846153846156
RE3D,extremePointsFronts,7000,EP,0.1,selection,categorical,252,26,5,5,boltzmann,0.34615384615384615
RE3D,extremePointsFronts,7000,EP,0.2,selection,categorical,252,51,5,5,boltzmann,0.37254901960784315
RE3D,extremePointsFronts,7000,HV,0.05,selection,categorical,252,13,5,5,stochasticUniversalSampling,0.3076923076923077
RE3D,extremePointsFronts,7000,HV,0.1,selection,categorical,252,26,5,5,ranking,0.3076923076923077
RE3D,extremePointsFronts,7000,HV,0.2,selection,categorical,252,51,5,5,ranking,0.27450980392156865
RE3D,extremePointsFronts,7000,joint,0.05,selection,categorical,252,13,5,4,random,0.38461538461538464
RE3D,extremePointsFronts,7000,joint,0.1,selection,categorical,252,26,5,5,random,0.38461538461538464
RE3D,extremePointsFronts,7000,joint,0.2,selection,categorical,252,51,5,5,random,0.29411764705882354
RE3D,extremePointsFronts,7000,EP,0.05,variation,categorical,252,13,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,7000,EP,0.1,variation,categorical,252,26,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,7000,EP,0.2,variation,categorical,252,51,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,7000,HV,0.05,variation,categorical,252,13,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,7000,HV,0.1,variation,categorical,252,26,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,7000,HV,0.2,variation,categorical,252,51,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,7000,joint,0.05,variation,categorical,252,13,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,7000,joint,0.1,variation,categorical,252,26,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,7000,joint,0.2,variation,categorical,252,51,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,7000,EP,0.05,algorithmResult,categorical,260,13,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,7000,EP,0.1,algorithmResult,categorical,260,26,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,7000,EP,0.2,algorithmResult,categorical,260,52,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,7000,HV,0.05,algorithmResult,categorical,260,13,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,7000,HV,0.1,algorithmResult,categorical,260,26,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,7000,HV,0.2,algorithmResult,categorical,260,52,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,7000,joint,0.05,algorithmResult,categorical,260,13,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,7000,joint,0.1,algorithmResult,categorical,260,26,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,7000,joint,0.2,algorithmResult,categorical,260,52,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,7000,EP,0.05,archiveType,categorical,260,13,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,7000,EP,0.1,archiveType,categorical,260,26,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,7000,EP,0.2,archiveType,categorical,260,52,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,7000,HV,0.05,archiveType,categorical,260,13,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,7000,HV,0.1,archiveType,categorical,260,26,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,7000,HV,0.2,archiveType,categorical,260,52,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,7000,joint,0.05,archiveType,categorical,260,13,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,7000,joint,0.1,archiveType,categorical,260,26,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,7000,joint,0.2,archiveType,categorical,260,52,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,7000,EP,0.05,createInitialSolutions,categorical,260,13,6,5,latinHypercubeSampling,0.23076923076923078
RWA3D,extremePointsFronts,7000,EP,0.1,createInitialSolutions,categorical,260,26,6,6,default,0.2692307692307692
RWA3D,extremePointsFronts,7000,EP,0.2,createInitialSolutions,categorical,260,52,6,6,cauchy,0.28846153846153844
RWA3D,extremePointsFronts,7000,HV,0.05,createInitialSolutions,categorical,260,13,6,5,cauchy,0.46153846153846156
RWA3D,extremePointsFronts,7000,HV,0.1,createInitialSolutions,categorical,260,26,6,5,cauchy,0.5384615384615384
RWA3D,extremePointsFronts,7000,HV,0.2,createInitialSolutions,categorical,260,52,6,6,cauchy,0.5576923076923077
RWA3D,extremePointsFronts,7000,joint,0.05,createInitialSolutions,categorical,260,13,6,2,cauchy,0.6153846153846154
RWA3D,extremePointsFronts,7000,joint,0.1,createInitialSolutions,categorical,260,26,6,5,cauchy,0.46153846153846156
RWA3D,extremePointsFronts,7000,joint,0.2,createInitialSolutions,categorical,260,52,6,6,cauchy,0.4230769230769231
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,categorical,260,13,9,4,SBX,0.38461538461538464
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,categorical,260,26,9,6,BLX-alpha-beta,0.34615384615384615
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,categorical,260,52,9,7,BLX-alpha-beta,0.3076923076923077
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,categorical,260,13,9,3,BLX-alpha,0.38461538461538464
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,categorical,260,26,9,3,BLX-alpha,0.4230769230769231
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,categorical,260,52,9,3,BLX-alpha,0.38461538461538464
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,categorical,260,13,9,3,laplace,0.5384615384615384
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,categorical,260,26,9,3,laplace,0.46153846153846156
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,categorical,260,52,9,3,BLX-alpha-beta,0.40384615384615385
RWA3D,extremePointsFronts,7000,EP,0.05,crossoverRepairStrategy,categorical,260,13,3,3,round,0.6153846153846154
RWA3D,extremePointsFronts,7000,EP,0.1,crossoverRepairStrategy,categorical,260,26,3,3,round,0.5769230769230769
RWA3D,extremePointsFronts,7000,EP,0.2,crossoverRepairStrategy,categorical,260,52,3,3,round,0.5961538461538461
RWA3D,extremePointsFronts,7000,HV,0.05,crossoverRepairStrategy,categorical,260,13,3,2,round,0.6923076923076923
RWA3D,extremePointsFronts,7000,HV,0.1,crossoverRepairStrategy,categorical,260,26,3,2,round,0.6153846153846154
RWA3D,extremePointsFronts,7000,HV,0.2,crossoverRepairStrategy,categorical,260,52,3,2,round,0.5961538461538461
RWA3D,extremePointsFronts,7000,joint,0.05,crossoverRepairStrategy,categorical,260,13,3,2,round,0.7692307692307693
RWA3D,extremePointsFronts,7000,joint,0.1,crossoverRepairStrategy,categorical,260,26,3,2,round,0.7692307692307693
RWA3D,extremePointsFronts,7000,joint,0.2,crossoverRepairStrategy,categorical,260,52,3,3,round,0.6538461538461539
RWA3D,extremePointsFronts,7000,EP,0.05,mutation,categorical,260,13,3,3,linkedPolynomial,0.38461538461538464
RWA3D,extremePointsFronts,7000,EP,0.1,mutation,categorical,260,26,3,3,powerLaw,0.6538461538461539
RWA3D,extremePointsFronts,7000,EP,0.2,mutation,categorical,260,52,3,3,powerLaw,0.7884615384615384
RWA3D,extremePointsFronts,7000,HV,0.05,mutation,categorical,260,13,3,1,powerLaw,1.0
RWA3D,extremePointsFronts,7000,HV,0.1,mutation,categorical,260,26,3,1,powerLaw,1.0
RWA3D,extremePointsFronts,7000,HV,0.2,mutation,categorical,260,52,3,1,powerLaw,1.0
RWA3D,extremePointsFronts,7000,joint,0.05,mutation,categorical,260,13,3,1,powerLaw,1.0
RWA3D,extremePointsFronts,7000,joint,0.1,mutation,categorical,260,26,3,1,powerLaw,1.0
RWA3D,extremePointsFronts,7000,joint,0.2,mutation,categorical,260,52,3,1,powerLaw,1.0
RWA3D,extremePointsFronts,7000,EP,0.05,mutationRepairStrategy,categorical,260,13,2,2,round,0.8461538461538461
RWA3D,extremePointsFronts,7000,EP,0.1,mutationRepairStrategy,categorical,260,26,2,2,round,0.8461538461538461
RWA3D,extremePointsFronts,7000,EP,0.2,mutationRepairStrategy,categorical,260,52,2,2,round,0.8269230769230769
RWA3D,extremePointsFronts,7000,HV,0.05,mutationRepairStrategy,categorical,260,13,2,1,round,1.0
RWA3D,extremePointsFronts,7000,HV,0.1,mutationRepairStrategy,categorical,260,26,2,2,round,0.9615384615384616
RWA3D,extremePointsFronts,7000,HV,0.2,mutationRepairStrategy,categorical,260,52,2,2,round,0.9807692307692307
RWA3D,extremePointsFronts,7000,joint,0.05,mutationRepairStrategy,categorical,260,13,2,2,round,0.8461538461538461
RWA3D,extremePointsFronts,7000,joint,0.1,mutationRepairStrategy,categorical,260,26,2,2,round,0.8076923076923077
RWA3D,extremePointsFronts,7000,joint,0.2,mutationRepairStrategy,categorical,260,52,2,2,round,0.8653846153846154
RWA3D,extremePointsFronts,7000,EP,0.05,offspringPopulationSize,categorical,260,13,8,4,10,0.46153846153846156
RWA3D,extremePointsFronts,7000,EP,0.1,offspringPopulationSize,categorical,260,26,8,7,50,0.2692307692307692
RWA3D,extremePointsFronts,7000,EP,0.2,offspringPopulationSize,categorical,260,52,8,8,50,0.2692307692307692
RWA3D,extremePointsFronts,7000,HV,0.05,offspringPopulationSize,categorical,260,13,8,5,1,0.38461538461538464
RWA3D,extremePointsFronts,7000,HV,0.1,offspringPopulationSize,categorical,260,26,8,7,1,0.34615384615384615
RWA3D,extremePointsFronts,7000,HV,0.2,offspringPopulationSize,categorical,260,52,8,8,1,0.28846153846153844
RWA3D,extremePointsFronts,7000,joint,0.05,offspringPopulationSize,categorical,260,13,8,7,1,0.46153846153846156
RWA3D,extremePointsFronts,7000,joint,0.1,offspringPopulationSize,categorical,260,26,8,7,1,0.5384615384615384
RWA3D,extremePointsFronts,7000,joint,0.2,offspringPopulationSize,categorical,260,52,8,7,1,0.40384615384615385
RWA3D,extremePointsFronts,7000,EP,0.05,selection,categorical,260,13,5,4,boltzmann,0.6923076923076923
RWA3D,extremePointsFronts,7000,EP,0.1,selection,categorical,260,26,5,5,boltzmann,0.5
RWA3D,extremePointsFronts,7000,EP,0.2,selection,categorical,260,52,5,5,boltzmann,0.38461538461538464
RWA3D,extremePointsFronts,7000,HV,0.05,selection,categorical,260,13,5,4,stochasticUniversalSampling,0.38461538461538464
RWA3D,extremePointsFronts,7000,HV,0.1,selection,categorical,260,26,5,4,stochasticUniversalSampling,0.34615384615384615
RWA3D,extremePointsFronts,7000,HV,0.2,selection,categorical,260,52,5,5,ranking,0.3076923076923077
RWA3D,extremePointsFronts,7000,joint,0.05,selection,categorical,260,13,5,3,stochasticUniversalSampling,0.46153846153846156
RWA3D,extremePointsFronts,7000,joint,0.1,selection,categorical,260,26,5,4,stochasticUniversalSampling,0.38461538461538464
RWA3D,extremePointsFronts,7000,joint,0.2,selection,categorical,260,52,5,5,stochasticUniversalSampling,0.2692307692307692
RWA3D,extremePointsFronts,7000,EP,0.05,variation,categorical,260,13,1,1,crossoverAndMutationVariation,1.0
