Evaluation,SolutionId,EP,HVMinus
2800,4,0.01560460967862898,-0.8514926792398617
2800,5,0.01598646913408671,-0.8515066672930208
2800,6,0.015405192789117601,-0.851472701865796
2800,7,0.01645699110509217,-0.8515090920485617
2800,8,0.015393048576699887,-0.8514147670885185
2900,0,0.01526643260937752,-0.8512972447122447
2900,1,0.015260491702826614,-0.8510397212696098
2900,2,0.01560460967862898,-0.8514926792398617
2900,3,0.01598646913408671,-0.8515066672930208
2900,4,0.015405192789117601,-0.851472701865796
2900,5,0.015393048576699887,-0.8514147670885185
2900,6,0.01621779859804136,-0.8515268121711078
3000,0,0.01560460967862898,-0.8514926792398617
3000,1,0.01598646913408671,-0.8515066672930208
3000,2,0.015405192789117601,-0.851472701865796
3000,3,0.015393048576699887,-0.8514147670885185
3000,4,0.01621779859804136,-0.8515268121711078
3000,5,0.015208737386881077,-0.8512997989390876
3000,0,0.01560460967862898,-0.8514926792398617
3000,1,0.01598646913408671,-0.8515066672930208
3000,2,0.015405192789117601,-0.851472701865796
3000,3,0.015393048576699887,-0.8514147670885185
3000,4,0.01621779859804136,-0.8515268121711078
3000,5,0.015208737386881077,-0.8512997989390876
