Benchmark,Frente,Budget,Parametro,Accion,supported_views,recommended_value,recommended_min,recommended_max
RWA3D,Real,5000,mutation,Fijar,EP|HV|joint,powerLaw,,
RWA3D,Real,5000,variation,Fijar,EP|HV|joint,crossoverAndMutationVariation,,
RWA3D,Real,5000,blxAlphaBetaCrossoverBeta,Mantener,,,,
RWA3D,Real,5000,blxAlphaCrossoverAlpha,Mantener,,,,
RWA3D,Real,5000,boltzmannTemperature,Mantener,,,,
RWA3D,Real,5000,crossover,Mantener,,,,
RWA3D,Real,5000,crossoverProbability,Mantener,,,,
RWA3D,Real,5000,crossoverRepairStrategy,Mantener,,,,
RWA3D,Real,5000,fuzzyRecombinationCrossoverAlpha,Mantener,,,,
RWA3D,Real,5000,laplaceCrossoverScale,Mantener,,,,
RWA3D,Real,5000,levyFlightMutationBeta,Mantener,,,,
RWA3D,Real,5000,levyFlightMutationStepSize,Mantener,,,,
RWA3D,Real,5000,linkedPolynomialMutationDistributionIndex,Mantener,,,,
RWA3D,Real,5000,mutationRepairStrategy,Mantener,,,,
RWA3D,Real,5000,nonUniformMutationPerturbation,Mantener,,,,
RWA3D,Real,5000,offspringPopulationSize,Mantener,,,,
RWA3D,Real,5000,pcxCrossoverEta,Mantener,,,,
RWA3D,Real,5000,pcxCrossoverZeta,Mantener,,,,
RWA3D,Real,5000,polynomialMutationDistributionIndex,Mantener,,,,
RWA3D,Real,5000,powerLawMutationDelta,Mantener,,,,
RWA3D,Real,5000,sbxDistributionIndex,Mantener,,,,
RWA3D,Real,5000,selection,Mantener,,,,
RWA3D,Real,5000,selectionTournamentSize,Mantener,,,,
RWA3D,Real,5000,undcCrossoverEta,Mantener,,,,
RWA3D,Real,5000,undcCrossoverZeta,Mantener,,,,
RWA3D,Real,5000,uniformMutationPerturbation,Mantener,,,,
RWA3D,Real,5000,blxAlphaBetaCrossoverAlpha,Acotar,EP|HV,,0.5793170937028769,0.9966053823154496
RWA3D,Real,5000,mutationProbabilityFactor,Acotar,HV|joint,,1.786398954240021,1.9989979148466903
RWA3D,Real,5000,populationSizeWithArchive,Acotar,EP|joint,,136.5,198.0
RE3D,Puntos extremos,7000,algorithmResult,Fijar,EP|HV|joint,externalArchive,,
RE3D,Puntos extremos,7000,archiveType,Fijar,EP|HV|joint,unboundedArchive,,
RE3D,Puntos extremos,7000,crossover,Fijar,EP|HV|joint,laplace,,
RE3D,Puntos extremos,7000,crossoverRepairStrategy,Fijar,EP|HV|joint,bounds,,
RE3D,Puntos extremos,7000,mutationRepairStrategy,Fijar,EP|HV|joint,bounds,,
RE3D,Puntos extremos,7000,variation,Fijar,EP|HV|joint,crossoverAndMutationVariation,,
RE3D,Puntos extremos,7000,blxAlphaBetaCrossoverAlpha,Mantener,,,,
RE3D,Puntos extremos,7000,blxAlphaBetaCrossoverBeta,Mantener,,,,
RE3D,Puntos extremos,7000,blxAlphaCrossoverAlpha,Mantener,,,,
RE3D,Puntos extremos,7000,createInitialSolutions,Mantener,,,,
RE3D,Puntos extremos,7000,fuzzyRecombinationCrossoverAlpha,Mantener,,,,
RE3D,Puntos extremos,7000,laplaceCrossoverScale,Mantener,,,,
RE3D,Puntos extremos,7000,levyFlightMutationBeta,Mantener,,,,
RE3D,Puntos extremos,7000,levyFlightMutationStepSize,Mantener,,,,
RE3D,Puntos extremos,7000,linkedPolynomialMutationDistributionIndex,Mantener,,,,
RE3D,Puntos extremos,7000,mutation,Mantener,,,,
RE3D,Puntos extremos,7000,mutationProbabilityFactor,Mantener,,,,
RE3D,Puntos extremos,7000,nonUniformMutationPerturbation,Mantener,,,,
RE3D,Puntos extremos,7000,offspringPopulationSize,Mantener,,,,
RE3D,Puntos extremos,7000,pcxCrossoverEta,Mantener,,,,
RE3D,Puntos extremos,7000,pcxCrossoverZeta,Mantener,,,,
RE3D,Puntos extremos,7000,polynomialMutationDistributionIndex,Mantener,,,,
RE3D,Puntos extremos,7000,powerLawMutationDelta,Mantener,,,,
RE3D,Puntos extremos,7000,sbxDistributionIndex,Mantener,,,,
RE3D,Puntos extremos,7000,selection,Mantener,,,,
RE3D,Puntos extremos,7000,selectionTournamentSize,Mantener,,,,
RE3D,Puntos extremos,7000,undcCrossoverEta,Mantener,,,,
RE3D,Puntos extremos,7000,undcCrossoverZeta,Mantener,,,,
RE3D,Puntos extremos,7000,uniformMutationPerturbation,Mantener,,,,
RE3D,Puntos extremos,7000,boltzmannTemperature,Acotar,EP|HV|joint,,52.63256744695127,89.65264966062594
RE3D,Puntos extremos,7000,crossoverProbability,Acotar,HV|joint,,0.7397830128391119,0.9997362995174516
RE3D,Puntos extremos,7000,populationSizeWithArchive,Acotar,HV|joint,,73.25,128.75
RWA3D,Puntos extremos,7000,algorithmResult,Fijar,EP|HV|joint,externalArchive,,
RWA3D,Puntos extremos,7000,archiveType,Fijar,EP|HV|joint,unboundedArchive,,
RWA3D,Puntos extremos,7000,mutation,Fijar,HV|joint,powerLaw,,
RWA3D,Puntos extremos,7000,mutationRepairStrategy,Fijar,EP|HV|joint,round,,
RWA3D,Puntos extremos,7000,variation,Fijar,EP|HV|joint,crossoverAndMutationVariation,,
RWA3D,Puntos extremos,7000,blxAlphaBetaCrossoverAlpha,Mantener,,,,
RWA3D,Puntos extremos,7000,blxAlphaBetaCrossoverBeta,Mantener,,,,
RWA3D,Puntos extremos,7000,boltzmannTemperature,Mantener,,,,
RWA3D,Puntos extremos,7000,createInitialSolutions,Mantener,,,,
RWA3D,Puntos extremos,7000,crossover,Mantener,,,,
RWA3D,Puntos extremos,7000,crossoverProbability,Mantener,,,,
RWA3D,Puntos extremos,7000,crossoverRepairStrategy,Mantener,,,,
RWA3D,Puntos extremos,7000,fuzzyRecombinationCrossoverAlpha,Mantener,,,,
RWA3D,Puntos extremos,7000,levyFlightMutationBeta,Mantener,,,,
RWA3D,Puntos extremos,7000,levyFlightMutationStepSize,Mantener,,,,
RWA3D,Puntos extremos,7000,linkedPolynomialMutationDistributionIndex,Mantener,,,,
RWA3D,Puntos extremos,7000,mutationProbabilityFactor,Mantener,,,,
RWA3D,Puntos extremos,7000,nonUniformMutationPerturbation,Mantener,,,,
RWA3D,Puntos extremos,7000,offspringPopulationSize,Mantener,,,,
RWA3D,Puntos extremos,7000,pcxCrossoverEta,Mantener,,,,
RWA3D,Puntos extremos,7000,pcxCrossoverZeta,Mantener,,,,
RWA3D,Puntos extremos,7000,polynomialMutationDistributionIndex,Mantener,,,,
RWA3D,Puntos extremos,7000,powerLawMutationDelta,Mantener,,,,
RWA3D,Puntos extremos,7000,sbxDistributionIndex,Mantener,,,,
RWA3D,Puntos extremos,7000,selection,Mantener,,,,
RWA3D,Puntos extremos,7000,selectionTournamentSize,Mantener,,,,
RWA3D,Puntos extremos,7000,undcCrossoverEta,Mantener,,,,
RWA3D,Puntos extremos,7000,undcCrossoverZeta,Mantener,,,,
RWA3D,Puntos extremos,7000,uniformMutationPerturbation,Mantener,,,,
RWA3D,Puntos extremos,7000,blxAlphaCrossoverAlpha,Acotar,HV|joint,,0.9250911177441152,0.9921041595340876
RWA3D,Puntos extremos,7000,laplaceCrossoverScale,Acotar,HV|joint,,0.4371773029946615,0.4386689593038982
RWA3D,Puntos extremos,7000,populationSizeWithArchive,Acotar,HV|joint,,10.0,21.5
RE3D,Real,7000,algorithmResult,Fijar,EP|HV|joint,externalArchive,,
RE3D,Real,7000,archiveType,Fijar,EP|HV|joint,unboundedArchive,,
RE3D,Real,7000,crossover,Fijar,EP|HV|joint,laplace,,
RE3D,Real,7000,crossoverRepairStrategy,Fijar,EP|HV|joint,bounds,,
RE3D,Real,7000,mutationRepairStrategy,Fijar,EP|HV|joint,bounds,,
RE3D,Real,7000,variation,Fijar,EP|HV|joint,crossoverAndMutationVariation,,
RE3D,Real,7000,blxAlphaBetaCrossoverAlpha,Mantener,,,,
RE3D,Real,7000,blxAlphaBetaCrossoverBeta,Mantener,,,,
RE3D,Real,7000,blxAlphaCrossoverAlpha,Mantener,,,,
RE3D,Real,7000,boltzmannTemperature,Mantener,,,,
RE3D,Real,7000,createInitialSolutions,Mantener,,,,
RE3D,Real,7000,crossoverProbability,Mantener,,,,
RE3D,Real,7000,fuzzyRecombinationCrossoverAlpha,Mantener,,,,
RE3D,Real,7000,levyFlightMutationBeta,Mantener,,,,
RE3D,Real,7000,linkedPolynomialMutationDistributionIndex,Mantener,,,,
RE3D,Real,7000,mutation,Mantener,,,,
RE3D,Real,7000,mutationProbabilityFactor,Mantener,,,,
RE3D,Real,7000,nonUniformMutationPerturbation,Mantener,,,,
RE3D,Real,7000,offspringPopulationSize,Mantener,,,,
RE3D,Real,7000,pcxCrossoverEta,Mantener,,,,
RE3D,Real,7000,pcxCrossoverZeta,Mantener,,,,
RE3D,Real,7000,polynomialMutationDistributionIndex,Mantener,,,,
RE3D,Real,7000,populationSizeWithArchive,Mantener,,,,
RE3D,Real,7000,sbxDistributionIndex,Mantener,,,,
RE3D,Real,7000,selection,Mantener,,,,
RE3D,Real,7000,selectionTournamentSize,Mantener,,,,
RE3D,Real,7000,undcCrossoverEta,Mantener,,,,
RE3D,Real,7000,undcCrossoverZeta,Mantener,,,,
RE3D,Real,7000,uniformMutationPerturbation,Mantener,,,,
RE3D,Real,7000,laplaceCrossoverScale,Acotar,EP|HV|joint,,0.4237806681848281,0.4999547279954025
RE3D,Real,7000,levyFlightMutationStepSize,Acotar,HV|joint,,0.7011757788088033,0.9997385542772704
RE3D,Real,7000,powerLawMutationDelta,Acotar,EP|joint,,2.135702812382398,6.718722239649287
RWA3D,Real,7000,algorithmResult,Fijar,EP|HV|joint,externalArchive,,
RWA3D,Real,7000,archiveType,Fijar,EP|HV|joint,unboundedArchive,,
RWA3D,Real,7000,mutation,Fijar,EP|HV|joint,powerLaw,,
RWA3D,Real,7000,mutationRepairStrategy,Fijar,EP|HV|joint,round,,
RWA3D,Real,7000,variation,Fijar,EP|HV|joint,crossoverAndMutationVariation,,
RWA3D,Real,7000,blxAlphaBetaCrossoverAlpha,Mantener,,,,
RWA3D,Real,7000,blxAlphaBetaCrossoverBeta,Mantener,,,,
RWA3D,Real,7000,blxAlphaCrossoverAlpha,Mantener,,,,
RWA3D,Real,7000,createInitialSolutions,Mantener,,,,
RWA3D,Real,7000,crossover,Mantener,,,,
RWA3D,Real,7000,crossoverProbability,Mantener,,,,
RWA3D,Real,7000,crossoverRepairStrategy,Mantener,,,,
RWA3D,Real,7000,fuzzyRecombinationCrossoverAlpha,Mantener,,,,
RWA3D,Real,7000,laplaceCrossoverScale,Mantener,,,,
RWA3D,Real,7000,levyFlightMutationBeta,Mantener,,,,
RWA3D,Real,7000,levyFlightMutationStepSize,Mantener,,,,
RWA3D,Real,7000,linkedPolynomialMutationDistributionIndex,Mantener,,,,
RWA3D,Real,7000,nonUniformMutationPerturbation,Mantener,,,,
RWA3D,Real,7000,offspringPopulationSize,Mantener,,,,
RWA3D,Real,7000,pcxCrossoverEta,Mantener,,,,
RWA3D,Real,7000,pcxCrossoverZeta,Mantener,,,,
RWA3D,Real,7000,polynomialMutationDistributionIndex,Mantener,,,,
RWA3D,Real,7000,powerLawMutationDelta,Mantener,,,,
RWA3D,Real,7000,sbxDistributionIndex,Mantener,,,,
RWA3D,Real,7000,selection,Mantener,,,,
RWA3D,Real,7000,selectionTournamentSize,Mantener,,,,
RWA3D,Real,7000,undcCrossoverEta,Mantener,,,,
RWA3D,Real,7000,undcCrossoverZeta,Mantener,,,,
RWA3D,Real,7000,uniformMutationPerturbation,Mantener,,,,
RWA3D,Real,7000,boltzmannTemperature,Acotar,HV|joint,,0.988409975341574,1.531233183571418
RWA3D,Real,7000,mutationProbabilityFactor,Acotar,EP|HV|joint,,1.779213030610714,1.994876148210702
RWA3D,Real,7000,populationSizeWithArchive,Acotar,EP|joint,,129.5,199.0
